"id","acronym","vox","sum_val","mean_val","min_val","max_val","mean_nz","frac_nz","energy"
119,"AUDv1",18571,816,0.0439394755263583,0,297,163.2,0.000269236982391901,0.219697377631792
121,"AUDv4",13693,0,0,0,0,0,0,0
122,"AUDv5",38671,156794,4.05456285071501,0,893,126.344883158743,0.0320912311551292,5031.71249773732
123,"AUDv6a",18104,0,0,0,0,0,0,0
124,"AUDv6b",2896,0,0,0,0,0,0,0
125,"AV",26622,0,0,0,0,0,0,0
126,"AVP",5898,0,0,0,0,0,0,0
127,"AVPV",11711,0,0,0,0,0,0,0
128,"B",994,164,0.164989939637827,0,95,82,0.00201207243460765,0.329979879275654
129,"BA",1603,0,0,0,0,0,0,0
130,"BAC",483,0,0,0,0,0,0,0
132,"bic",15797,0,0,0,0,0,0,0
134,"BLAa",49305,23048,0.467457661494777,0,825,181.48031496063,0.00257580367102728,59.3671230098367
135,"BLAp",45512,0,0,0,0,0,0,0
136,"BLAv",26796,0,0,0,0,0,0,0
138,"BMAa",49159,0,0,0,0,0,0,0
139,"BMAp",45909,0,0,0,0,0,0,0
141,"bsc",12763,0,0,0,0,0,0,0
142,"BST",85792,24536,0.285994032077583,0,678,206.18487394958,0.00138707571801567,34.0332898172324
159,"c",31,0,0,0,0,0,0,0
161,"CA1",653391,172016,0.263266558614979,0,746,110.906511927789,0.00237377007029482,408.326432411833
166,"CA2",30421,9544,0.313730646592814,0,465,114.987951807229,0.00272837842280004,26.0396436672036
171,"CA3",400885,19263,0.0480511867493172,0,617,94.4264705882353,0.00050887411601831,9.8024420968607
177,"CB",52787,4804,0.0910072555742891,0,473,126.421052631579,0.000719874211453578,3.45827571182299
178,"cbc",4378,0,0,0,0,0,0,0
188,"ccg",53119,11745,0.221107325062595,0,2450,618.157894736842,0.000357687456465671,4.20103917618931
190,"ccs",47793,21722,0.454501705270646,0,592,84.8515625,0.00535643295043207,116.352436549285
193,"CEAc",19807,116859,5.89988387943656,0,923,196.401680672269,0.0300398848891806,3510.43090826476
194,"CEAl",16635,25718,1.54601743312293,0,714,159.739130434783,0.00967838893898407,248.908806732792
195,"CEAm",47891,199,0.00415526925727172,0,172,99.5,4.17615000730826e-05,0.00831053851454344
197,"CENT2",85398,0,0,0,0,0,0,0
201,"CENT3",175414,0,0,0,0,0,0,0
208,"chpl",92456,0,0,0,0,0,0,0
209,"cic",1152,0,0,0,0,0,0,0
210,"cing",80922,15,0.000185363683547119,0,15,15,1.23575789031413e-05,0.000185363683547119
211,"CL",23142,0,0,0,0,0,0,0
212,"CLA",35283,67,0.00189893149675481,0,44,33.5,5.66845222911884e-05,0.00379786299350962
213,"CLI",5340,662,0.123970037453184,0,257,55.1666666666667,0.00224719101123596,1.4876404494382
214,"CM",15985,0,0,0,0,0,0,0
221,"COAa",49142,0,0,0,0,0,0,0
226,"COApl",76930,35,0.000454959053685168,0,35,35,1.29988301052905e-05,0.000454959053685168
232,"COApm",82891,0,0,0,0,0,0,0
238,"COPY",160428,0,0,0,0,0,0,0
242,"CP",1665238,2319511,1.39290059438951,0,3605,223.610430926444,0.00622913961848096,14448.5578656024
243,"cpd",56468,162473,2.87725791598782,0,562,89.2708791208791,0.0322306439045123,5236.60940709783
246,"CS",38338,120112,3.13297511607283,0,495,71.410225921522,0.0438729198184569,5269.66414523449
247,"csc",1753,0,0,0,0,0,0,0
250,"cst",5378,264765,49.2311268129416,0,691,143.426327193933,0.343250278914094,90880.6600966902
257,"CTXsp",23955,0,0,0,0,0,0,0
258,"CU",21342,67,0.00313934963920907,0,67,67,4.68559647643145e-05,0.00313934963920907
259,"cuf",1427,0,0,0,0,0,0,0
273,"CUN",35272,0,0,0,0,0,0,0
276,"das",773,0,0,0,0,0,0,0
281,"DCO",39123,156,0.00398742427727935,0,80,52,7.6681236101526e-05,0.011962272831838
282,"DEC",213303,0,0,0,0,0,0,0
286,"df",2395,0,0,0,0,0,0,0
300,"DG-mo",275894,145097,0.525915750251907,0,698,118.640228945217,0.00443286189623551,643.194962558084
301,"DG-po",43800,0,0,0,0,0,0,0
302,"DG-sg",102543,3969,0.0387057137005939,0,859,305.307692307692,0.00012677608417932,0.503174278107721
304,"dhc",61033,0,0,0,0,0,0,0
307,"DMH",24068,0,0,0,0,0,0,0
311,"DMX",11139,115,0.0103240865427776,0,86,57.5,0.000179549331178741,0.0206481730855553
312,"DN",21510,1966,0.0913993491399349,0,454,163.833333333333,0.000557880055788006,1.09679218967922
315,"DP",32116,1477893,46.0173433802466,0,7234,280.96825095057,0.163781292813551,242051.226180097
321,"DR",9814,260275,26.520786631343,0,1183,166.629321382843,0.159160383126146,41425.4687181577
323,"dscp",3004,0,0,0,0,0,0,0
324,"DT",725,0,0,0,0,0,0,0
325,"dtd",445,0,0,0,0,0,0,0
326,"DTN",6637,50655,7.63221334940485,0,445,80.2773375594295,0.0950730751845713,4815.92662347446
328,"ec",56036,5112,0.0912270683132272,0,547,154.909090909091,0.000588907131129988,3.0104932543365
331,"ECT1",16685,0,0,0,0,0,0,0
333,"ECT5",33862,25779,0.761295847853051,0,782,102.705179282869,0.00741243872187112,191.085257811116
334,"ECT6a",24962,51,0.00204310552039099,0,51,51,4.00608925566862e-05,0.00204310552039099
335,"ECT6b",3606,0,0,0,0,0,0,0
336,"ECU",13130,0,0,0,0,0,0,0
337,"ee",5982,0,0,0,0,0,0,0
339,"em",7079,3205,0.452747563215143,0,575,133.541666666667,0.00339030936572962,10.8659415171634
342,"ENTl1",62794,0,0,0,0,0,0,0
343,"ENTl2",102602,0,0,0,0,0,0,0
347,"ENTl3",84281,0,0,0,0,0,0,0
350,"ENTl5",91401,2596,0.0284023150731392,0,543,324.5,8.75263946783952e-05,0.227218520585114
352,"ENTl6a",67154,847,0.012612800428865,0,478,211.75,5.95645828990083e-05,0.05045120171546
355,"ENTm1",79710,10577,0.132693513988207,0,651,207.392156862745,0.000639819345126082,6.76736921339857
356,"ENTm2",80671,6367,0.07892551226587,0,451,163.25641025641,0.000483445104188618,3.07809497836893
359,"ENTm3",62938,18706,0.297213130382281,0,780,222.690476190476,0.00133464679525883,24.9659029521116
361,"ENTm5",58465,1800,0.0307876507312067,0,301,90,0.000342085008124519,0.615753014624134
363,"ENTm6",40183,1584,0.0394196550780181,0,296,88,0.000447950625886569,0.709553791404325
371,"EPd",116294,2158,0.0185564173560115,0,687,359.666666666667,5.15933754105973e-05,0.111338504136069
375,"EPv",62260,0,0,0,0,0,0,0
377,"EW",1664,95255,57.2445913461538,0,1257,170.707885304659,0.335336538461538,31942.4819711538
378,"fa",54717,21260,0.388544693605278,0,2334,607.428571428571,0.00063965495184312,13.5990642761847
379,"FC",3947,0,0,0,0,0,0,0
380,"FF",15439,62090,4.0216335254874,0,247,51.3990066225166,0.0782434095472505,4858.13329878878
381,"fi",96935,26191,0.270191365347914,0,6295,1540.64705882353,0.000175375251457162,4.59325321091453
383,"FL",85475,0,0,0,0,0,0,0
387,"FN",32062,0,0,0,0,0,0,0
388,"FOTU",67534,0,0,0,0,0,0,0
392,"fp",87205,279598,3.20621523995184,0,586,93.5736278447122,0.0342640903617912,9580.17113697609
394,"fr",10681,0,0,0,0,0,0,0
396,"FRP1",16219,1465731,90.371231271965,0,10182,1722.36310223267,0.0524693260990197,76905.9178124422
398,"FS",27633,0,0,0,0,0,0,0
399,"fx",17218,10,0.000580787547914973,0,10,10,5.80787547914973e-05,0.000580787547914973
405,"GPe",100114,123765,1.2362406856184,0,945,135.410284463895,0.00912959226481811,1129.92398665521
406,"GPi",27100,4380,0.161623616236162,0,332,45.625,0.00354243542435424,15.5158671586716
407,"GR",5232,0,0,0,0,0,0,0
410,"GRN",167474,225,0.00134349212415062,0,166,75,1.79132283220082e-05,0.00403047637245184
415,"GU1",12588,0,0,0,0,0,0,0
417,"GU4",9427,0,0,0,0,0,0,0
418,"GU5",34860,54170,1.55393000573723,0,902,163.16265060241,0.00952380952380952,515.904761904762
419,"GU6a",28068,638,0.0227305116146501,0,175,58,0.000391905372666382,0.250035627761152
420,"GU6b",2518,0,0,0,0,0,0,0
421,"gVIIn",1845,0,0,0,0,0,0,0
423,"hbc",3041,0,0,0,0,0,0,0
429,"HPF",26949,9688,0.35949385877027,0,930,254.947368421053,0.00141007087461501,13.6607666332703
430,"HY",176430,392497,2.22466133877458,0,918,103.780274986779,0.0214362636739783,8413.66918324548
431,"IA",11701,168,0.0143577472010939,0,168,168,8.54627809588924e-05,0.0143577472010939
432,"IAD",7225,0,0,0,0,0,0,0
434,"IAM",2742,0,0,0,0,0,0,0
438,"ICB",3458,0,0,0,0,0,0,0
439,"ICc",72083,0,0,0,0,0,0,0
440,"ICd",84648,0,0,0,0,0,0,0
441,"ICe",127870,0,0,0,0,0,0,0
443,"icp",46244,0,0,0,0,0,0,0
444,"IF",5559,5882,1.05810397553517,0,207,54.9719626168224,0.0192480661989566,113.217125382263
445,"IG",7958,2060207,258.885021362151,0,13462,1274.88056930693,0.203066097009299,418358.194521236
446,"IGL",4415,9774,2.21381653454134,0,269,82.1344537815126,0.0269535673839185,263.444167610419
447,"III",2084,1935,0.928502879078695,0,435,215,0.00431861804222649,8.35652591170825
448,"IIIn",521,1114,2.13819577735125,0,381,139.25,0.0153550863723608,17.10556621881
449,"IIn",4540,0,0,0,0,0,0,0
451,"ILA1",9609,557550,58.0237277552295,0,5768,737.5,0.07867624102404,43865.9381829535
454,"ILA5",21394,806870,37.7147798448163,0,1057,165.105381624719,0.228428531363934,184312.129101617
455,"ILA6a",13114,105581,8.05101418331554,0,1137,190.924050632911,0.0421686746987952,4452.21084337349
456,"ILA6b",689,0,0,0,0,0,0,0
459,"IMD",11270,354,0.0314108251996451,0,179,177,0.000177462289263532,0.0628216503992901
461,"INC",5086,0,0,0,0,0,0,0
462,"int",134366,2348726,17.4800619204263,0,1842,253.669510746301,0.0689088013336707,161847.893321227
464,"IO",32619,0,0,0,0,0,0,0
465,"IP",55134,1978,0.0358762288243189,0,575,219.777777777778,0.000163238654913484,0.32288605941887
468,"IPN",777,5919,7.61776061776062,0,349,134.522727272727,0.0566280566280566,335.181467181467
469,"IRN",177667,573,0.00322513466203628,0,198,57.3,5.62850726358862e-05,0.0322513466203628
472,"ISN",460,0,0,0,0,0,0,0
474,"IV",454,20,0.0440528634361234,0,19,10,0.00440528634361234,0.0881057268722467
478,"IVn",448,0,0,0,0,0,0,0
481,"KF",11222,2687,0.239440384958118,0,470,107.48,0.002227766886473,5.98600962395295
482,"LA",53680,13,0.000242175856929955,0,13,13,1.8628912071535e-05,0.000242175856929955
485,"LAV",18403,76,0.00412976145193718,0,76,76,5.43389664728577e-05,0.00412976145193718
486,"LC",931,0,0,0,0,0,0,0
487,"LD",65017,3176,0.0488487626313118,0,121,26.6890756302521,0.00183029053939739,5.81300275312611
488,"LDT",13054,1060,0.0812011643940555,0,335,132.5,0.000612838976558909,0.649609315152444
492,"LGv",25892,2850351,110.086165611,0,1708,258.230748323972,0.426309284721149,1215131.09601421
495,"LH",22133,8698,0.392987846202503,0,745,228.894736842105,0.00171689332670673,14.9335381556951
496,"LHA",132570,12867,0.0970581579542882,0,308,65.3147208121827,0.00148600739232104,19.1204571169948
497,"LIN",3948,0,0,0,0,0,0,0
498,"LING",7751,0,0,0,0,0,0,0
502,"ll",53354,166,0.0031112943734303,0,136,83,3.74854743786783e-05,0.00622258874686059
503,"LM",4951,0,0,0,0,0,0,0
504,"lot",57927,109322,1.88723738498455,0,4744,847.457364341085,0.00222694080480605,243.453622663007
505,"lotd",10048,60903,6.06120621019108,0,4666,780.807692307692,0.00776273885350318,472.774084394904
507,"LP",77053,7796,0.101177111858072,0,221,45.3255813953488,0.00223222976392872,17.4024632395883
508,"LPO",35519,0,0,0,0,0,0,0
510,"LRNm",32803,0,0,0,0,0,0,0
511,"LRNp",3662,0,0,0,0,0,0,0
513,"LSc",36018,0,0,0,0,0,0,0
514,"LSr",120383,0,0,0,0,0,0,0
515,"LSv",38886,0,0,0,0,0,0,0
517,"LT",1147,0,0,0,0,0,0,0
520,"MA",23333,354,0.0151716453092187,0,84,44.25,0.000342862040886298,0.12137316247375
521,"MARN",34099,332,0.00973635590486525,0,136,41.5,0.000234610985659403,0.077890847238922
522,"MB",433116,1059892,2.44713194617608,0,1039,84.2119815668203,0.029059189685904,30799.6026745722
527,"mcp",69910,0,0,0,0,0,0,0
528,"mct",522,0,0,0,0,0,0,0
529,"MD",88198,272,0.00308397015805347,0,95,68,4.53525023243157e-05,0.0123358806322139
534,"MDRNd",69925,1389,0.0198641401501609,0,228,55.56,0.000357525920629246,0.496603503754022
535,"MDRNv",60123,50,0.00083162849491875,0,50,50,1.6632569898375e-05,0.00083162849491875
536,"ME",5077,0,0,0,0,0,0,0
537,"MEA",129772,0,0,0,0,0,0,0
546,"MEPO",2595,0,0,0,0,0,0,0
547,"MEV",606,0,0,0,0,0,0,0
549,"mfb",3186,4654,1.46076585059636,0,383,71.6,0.0204017576898933,94.9497802887633
558,"MGd",11021,0,0,0,0,0,0,0
559,"MGm",16021,0,0,0,0,0,0,0
560,"MGv",17737,0,0,0,0,0,0,0
561,"MH",20492,0,0,0,0,0,0,0
562,"ml",42533,12605,0.296358121928855,0,453,122.378640776699,0.00242164907248489,30.5248865586721
563,"mlf",9452,0,0,0,0,0,0,0
572,"MOB",1053648,2548404,2.4186483531502,0,9334,1201.51060820368,0.00201300624117352,5129.95315703157
579,"MOp1",85116,0,0,0,0,0,0,0
581,"MOp5",209457,1196742,5.71354502356092,0,1220,117.086586439683,0.048797605236397,58398.1436858162
582,"MOp6a",184072,301076,1.6356425746447,0,939,124.103874690849,0.013179625363988,3968.06888608805
583,"MOp6b",11852,0,0,0,0,0,0,0
585,"MOs1",148747,277575,1.86608805555742,0,5747,353.148854961832,0.00528414018433985,1466.74521166813
587,"MOs5",289459,3678217,12.7072124204119,0,1231,140.438203963193,0.0904825899350167,332814.600503007
588,"MOs6a",152198,530523,3.48574225679707,0,1398,138.771383730055,0.0251185955137387,13325.9926477352
589,"MOs6b",4786,0,0,0,0,0,0,0
590,"moV",3816,0,0,0,0,0,0,0
591,"mp",2062,0,0,0,0,0,0,0
592,"MPN",25896,0,0,0,0,0,0,0
596,"MPO",35645,0,0,0,0,0,0,0
597,"MPT",2821,28932,10.2559376107763,0,326,87.9392097264438,0.116625310173697,3374.20347394541
598,"MRN",329045,27970,0.085003570940145,0,401,59.5106382978723,0.00142837605798599,39.9516783418681
602,"MS",26547,68,0.00256149470749991,0,34,17,0.0001506761592647,0.0102459788299996
604,"MT",2753,58412,21.2175808209226,0,557,149.010204081633,0.142390119869234,8317.29168180167
606,"mtg",4241,0,0,0,0,0,0,0
608,"mtt",8280,0,0,0,0,0,0,0
610,"MV",116330,247525,2.12778303103241,0,800,79.9757673667205,0.0266053468580762,6585.4884810453
611,"MY",340254,3468,0.0101923856883387,0,283,78.8181818181818,0.000129315158675578,0.448464970286903
615,"NB",5607,0,0,0,0,0,0,0
617,"ND",5871,1338,0.227899846704139,0,167,49.5555555555556,0.00459887583035258,6.15329586101175
618,"NDB",47280,691,0.0146150592216582,0,235,69.1,0.000211505922165821,0.146150592216582
620,"NI",6776,223000,32.9102715466352,0,539,91.3934426229508,0.360094451003542,80301.0625737899
622,"NLL",46328,135,0.00291400448972544,0,67,33.75,8.63408737696426e-05,0.0116560179589017
627,"NLOT1",7131,0,0,0,0,0,0,0
629,"NLOT2",9563,0,0,0,0,0,0,0
630,"NLOT3",3701,0,0,0,0,0,0,0
631,"NOD",97149,0,0,0,0,0,0,0
635,"NOT",13159,53119,4.03670491678699,0,364,88.9765494137353,0.0453681890721179,2409.91283532183
636,"NPC",18484,234,0.0126595974897208,0,117,39,0.000324605063838996,0.075957584938325
637,"NR",1943,2467,1.26968605249614,0,258,82.2333333333333,0.0154400411734431,38.0905815748842
638,"nst",7192,266238,37.0186318131257,0,952,112.384128324187,0.329393770856507,87697.1387652948
639,"NTB",9895,0,0,0,0,0,0,0
640,"NTS",54354,2459,0.0452404606836663,0,153,51.2291666666667,0.000883099679876366,2.17154211281598
647,"och",19633,0,0,0,0,0,0,0
649,"OLF",321881,19432630,60.372094034752,0,15634,1488.52010723861,0.0405584672596394,788157.687623687
650,"onl",265144,9939,0.0374852910116766,0,3112,621.1875,6.03445674803126e-05,0.599764656186827
651,"OP",3733,4366,1.1695687114921,0,199,43.2277227722772,0.0270559871417091,118.126439860702
652,"opt",44749,1158,0.0258776732440948,0,331,115.8,0.000223468680864377,0.258776732440948
660,"ORBl1",24007,305638,12.7312033990086,0,6079,830.538043478261,0.0153288624151289,4685.08285083517
662,"ORBl5",77287,138932,1.79761149999353,0,901,112.041935483871,0.0160440953847348,2229.03825999198
663,"ORBl6a",30562,2276,0.0744715659969897,0,310,94.8333333333333,0.000785288920882141,1.78731758392775
664,"ORBl6b",2906,0,0,0,0,0,0,0
666,"ORBm1",26955,4239397,157.276831756631,0,13753,1235.97580174927,0.127249118901873,539459.532925246
669,"ORBm5",30184,1894546,62.7665650675855,0,1413,198.174267782427,0.316724092234296,600048.362046117
670,"ORBm6a",11931,53541,4.48755343223535,0,698,216.765182186235,0.0207023719721733,1108.42569776213
673,"ORBvl1",24693,4078364,165.162758676548,0,14339,1580.14877954281,0.104523549183979,426285.08014417
675,"ORBvl5",39639,242445,6.11632483160524,0,902,133.284771852666,0.0458891495749136,11125.5948686899
676,"ORBvl6a",15242,1230,0.0806980711192757,0,511,153.75,0.000524865503214801,0.645584568954205
677,"ORBvl6b",647,0,0,0,0,0,0,0
678,"OT",244420,3237,0.0132435970869814,0,1266,323.7,4.09131822273136e-05,0.132435970869814
683,"OV",560,0,0,0,0,0,0,0
684,"P",231346,137061,0.592450269293613,0,712,138.866261398176,0.00426633700172037,584.748415792795
685,"PA",61821,10,0.000161757331651057,0,10,10,1.61757331651057e-05,0.000161757331651057
686,"PAA",76240,0,0,0,0,0,0,0
691,"PAG",275647,44429,0.16118078556995,0,1216,113.62915601023,0.00141848088315853,63.0216871578504
692,"PAL",72279,68077,0.941864165248551,0,730,98.0936599423631,0.00960168236970628,653.653730682494
698,"PAR",59690,413673,6.93035684369241,0,2911,692.91959798995,0.0100016753224996,4137.42303568437
702,"PARN",143835,5025,0.0349358640108457,0,330,98.5294117647059,0.000354572948169778,1.78172906455313
703,"PAS",1790,0,0,0,0,0,0,0
704,"PB",60544,2809,0.0463960095137421,0,268,63.8409090909091,0.000726744186046512,2.04142441860465
705,"PBG",2852,0,0,0,0,0,0,0
716,"pc",3358,0,0,0,0,0,0,0
719,"PCG",34776,85428,2.45652173913043,0,616,87.7084188911704,0.0280078214860824,2392.65217391304
720,"PCN",15258,0,0,0,0,0,0,0
721,"PD",743,0,0,0,0,0,0,0
724,"PERI1",14224,0,0,0,0,0,0,0
726,"PERI5",10756,0,0,0,0,0,0,0
727,"PERI6a",3437,0,0,0,0,0,0,0
728,"PERI6b",843,0,0,0,0,0,0,0
729,"PF",31335,108,0.00344662517951173,0,61,21.6,0.00015956598053295,0.0172331258975586
730,"PFL",366493,0,0,0,0,0,0,0
735,"PG",61699,1219775,19.7697693641712,0,1082,164.412319719639,0.120245060697904,146671.918912786
737,"PGRNd",15277,0,0,0,0,0,0,0
738,"PGRNl",45444,200,0.00440102103688056,0,147,100,4.40102103688056e-05,0.00880204207376111
739,"PH",45251,3212,0.0709818567545469,0,192,59.4814814814815,0.00119334379350733,3.83302026474553
747,"PIR",740202,329058,0.444551622394968,0,11933,1430.68695652174,0.000310725991013264,102.246873150843
754,"PL1",33240,1778078,53.4921179302046,0,7852,1023.05983889528,0.0522864019253911,92969.3009626955
757,"PL5",63042,2193342,34.7917578757019,0,1215,149.951596362891,0.232019923225786,508899.042447892
758,"PL6a",29663,36544,1.23197249098203,0,759,129.13074204947,0.00954050500623673,348.648214947915
759,"PL6b",1371,0,0,0,0,0,0,0
761,"pm",2127,360,0.169252468265162,0,222,90,0.00188058298072402,0.677009873060649
762,"PMd",8433,0,0,0,0,0,0,0
766,"PMv",12528,0,0,0,0,0,0,0
768,"PO",80140,1399,0.0174569503369104,0,204,69.95,0.000249563264287497,0.349139006738208
770,"POL",13149,292,0.0222070119400715,0,97,29.2,0.000760514107536695,0.222070119400715
771,"POR",23362,0,0,0,0,0,0,0
772,"POST",69144,2723296,39.3858613907208,0,3780,672.086870681145,0.058602337151452,159591.510355201
776,"PP",3932,0,0,0,0,0,0,0
778,"PPN",56987,976,0.0171267131100075,0,209,69.7142857142857,0.000245670065102567,0.239773983540106
779,"PPT",9225,104112,11.2858536585366,0,417,84.6439024390244,0.133333333333333,13881.6
780,"PPY",6058,0,0,0,0,0,0,0
783,"PR",9697,0,0,0,0,0,0,0
784,"PRC",10968,0,0,0,0,0,0,0
785,"PRE",59134,653291,11.0476375689113,0,1120,206.803102247547,0.0534210437311868,34899.4870801908
790,"PRM",312452,0,0,0,0,0,0,0
794,"PRNc",150278,0,0,0,0,0,0,0
795,"PRNr",151264,13242,0.0875423101332769,0,260,59.3811659192825,0.00147424370636768,19.5219351597208
797,"PRP",15398,8689,0.564294064164177,0,473,97.6292134831461,0.00577997142486037,50.2221717106118
799,"PS",6173,0,0,0,0,0,0,0
804,"PST",816,123,0.150735294117647,0,48,24.6,0.00612745098039216,0.753676470588235
805,"PSTN",10628,68742,6.4680090327437,0,406,56.2997542997543,0.114885208882198,7897.43902898005
806,"PSV",70327,282,0.00400983974860296,0,79,40.2857142857143,9.95350292206407e-05,0.0280688782402207
807,"PT",14706,804,0.054671562627499,0,193,57.4285714285714,0.000951992384060928,0.765401876784986
816,"PVa",3191,0,0,0,0,0,0,0
819,"PVH",12076,0,0,0,0,0,0,0
822,"PVHd",8369,0,0,0,0,0,0,0
835,"PVi",12826,0,0,0,0,0,0,0
836,"PVp",8126,0,0,0,0,0,0,0
837,"PVpo",9158,0,0,0,0,0,0,0
839,"PVT",28430,186,0.00654238480478368,0,96,46.5,0.000140696447414703,0.0261695392191347
841,"py",35873,3934,0.109664650294093,0,151,51.7631578947368,0.00211858500822345,8.33451342235107
842,"pyd",4412,0,0,0,0,0,0,0
843,"PYR",79865,0,0,0,0,0,0,0
849,"RCH",9449,0,0,0,0,0,0,0
851,"RE",27167,0,0,0,0,0,0,0
853,"RH",5829,0,0,0,0,0,0,0
856,"RL",3546,3889,1.09672870840384,0,384,82.7446808510638,0.0132543711223914,51.5462492949803
857,"RM",7657,173,0.0225937051064386,0,44,24.7142857142857,0.000914196160376126,0.15815593574507
858,"RN",50443,8657,0.171619451658307,0,250,59.7034482758621,0.00287453164958468,24.8848204904546
859,"RO",2455,0,0,0,0,0,0,0
860,"root",227252,593067,2.60973280763206,0,6859,1217.79671457906,0.00214299544118424,1270.93987731681
861,"RPA",4336,0,0,0,0,0,0,0
862,"RPO",6164,146,0.0236859182349124,0,116,73,0.000324464633354964,0.0473718364698248
863,"RR",8846,26649,3.01254804431381,0,454,79.3125,0.0379832692742482,1012.21614288944
867,"RSPagl1",32392,17129,0.52880340824895,0,426,70.7809917355372,0.00747098048900963,127.970424796246
869,"RSPagl5",46896,15478462,330.059322756738,0,3302,483.022686846622,0.683320539065165,10576750.9977397
