"Cmtm5",12,2,11,5,10,5,13,15,4,2,5,3,0,17,14,4,2,5,14,5,6,19,9,11,24,16,2,2,8,7,3,1,15,5,6,0,4,7,5,8,6,14,2,15,18,6,4,10,2,5,12,2,22,4,0,6,6,9,8,2,12,6,3,3,2,4,18,6,20,5,4,8,0,1,0,9,0,0,4,2,12,14,12,4,5,7,3,19,2,10,32,16,12,5,3,5,7,6
"Gjb6",13,2,16,1,7,5,10,3,2,1,6,16,3,3,5,3,0,3,2,3,2,4,17,7,31,8,2,2,4,3,3,1,4,1,3,0,15,2,2,1,2,4,1,5,9,2,4,8,3,0,10,1,6,8,0,2,4,3,6,0,5,1,9,1,3,2,12,1,6,0,1,15,0,0,0,3,1,0,3,2,2,6,1,0,2,0,0,0,1,24,3,0,2,1,0,3,0,4
"Acsbg1",2,2,6,3,6,13,9,5,1,2,2,2,0,1,22,7,2,14,13,10,0,7,10,6,15,6,5,0,5,1,1,1,4,7,7,7,3,8,2,7,8,1,10,15,9,8,2,11,3,0,3,3,6,4,0,6,1,0,3,2,3,1,3,4,7,1,31,20,7,1,10,8,0,0,2,2,0,0,5,1,2,13,2,4,1,1,2,0,0,7,5,0,6,4,2,0,1,4
"Neu4",25,19,40,16,17,17,16,18,2,5,9,24,2,36,35,9,3,20,15,12,5,11,15,6,7,13,8,11,17,10,5,1,10,9,6,3,4,14,7,20,17,7,3,18,35,10,2,14,10,6,4,3,14,6,5,6,10,9,9,5,11,7,3,2,6,3,21,4,7,0,8,13,3,14,3,2,4,2,1,6,5,19,6,6,6,5,3,4,6,1,5,3,17,11,7,1,3,22
"Plp1",6,5,13,0,9,4,7,6,1,4,7,11,1,7,3,1,0,3,2,2,1,10,4,4,5,8,6,2,9,8,0,1,5,7,0,1,1,2,1,3,1,4,3,7,8,2,0,11,5,0,3,2,1,1,0,2,3,6,2,0,7,0,3,4,1,0,2,7,4,0,0,0,0,0,0,1,0,0,0,0,1,15,9,0,3,2,0,34,0,0,41,20,2,2,1,2,1,1
"Mog",30,20,14,11,20,11,22,12,2,8,16,14,0,36,31,9,5,22,14,15,14,18,18,11,3,16,12,14,11,14,0,4,24,21,11,5,2,15,7,17,11,7,3,17,26,12,5,16,8,5,12,2,11,10,4,14,5,6,10,10,11,12,18,10,16,3,17,14,20,0,5,7,5,3,3,5,2,2,2,5,17,28,10,9,1,10,4,29,7,3,72,19,19,8,8,5,3,11
"Gjb1",5,7,7,2,3,7,7,5,2,3,4,16,3,13,16,4,1,6,2,4,4,12,6,2,0,6,7,3,3,4,0,3,11,5,8,3,0,9,2,5,4,7,1,9,7,4,2,4,5,3,8,3,5,8,0,5,3,2,8,1,13,1,9,1,0,4,5,4,4,6,1,1,0,0,2,0,1,0,3,0,6,3,2,2,6,3,2,17,0,1,23,6,7,0,2,3,4,6
"Ctsh",2,3,10,2,3,1,2,4,1,3,0,7,1,6,5,1,2,6,3,3,1,2,11,4,2,9,5,0,2,2,2,1,6,2,2,5,3,0,0,0,1,2,1,7,6,1,0,6,3,0,10,0,0,1,6,2,3,0,6,9,2,14,3,6,2,0,3,4,2,14,0,11,6,22,6,0,10,6,3,0,5,9,7,4,4,2,1,0,23,3,4,0,5,0,2,2,2,3
"Vtn",20,14,10,16,31,16,26,17,4,9,15,13,4,42,46,5,6,28,30,18,6,33,21,10,10,27,27,18,44,16,34,1,26,26,14,8,12,25,9,28,8,5,3,48,26,26,8,19,13,11,39,5,23,14,6,21,9,8,19,16,9,8,18,12,9,6,26,16,29,4,14,24,13,13,0,8,6,6,5,6,26,44,21,8,14,29,10,6,14,4,12,9,12,14,7,10,11,20
"Dcn",3,3,2,2,0,0,1,1,0,0,2,4,0,1,2,1,0,2,2,5,0,11,2,1,1,1,2,0,2,2,2,0,13,1,3,1,0,0,2,3,2,0,0,2,4,2,2,10,0,0,7,2,2,2,1,8,1,0,2,0,13,2,0,1,4,0,1,0,0,2,2,18,1,0,0,0,1,1,0,1,3,3,2,1,2,2,2,0,0,1,0,0,4,2,1,1,0,0
"Spp1",5,6,6,3,2,3,3,5,1,1,11,9,2,10,2,1,1,1,1,2,1,8,4,3,16,3,3,4,4,7,6,1,5,3,2,3,2,1,2,8,3,4,1,19,7,3,13,8,2,2,4,2,4,1,1,3,7,2,5,4,4,1,0,0,1,1,4,1,3,1,8,2,1,1,1,1,0,0,1,0,12,6,5,0,1,1,3,0,0,0,0,1,2,4,1,0,3,2
"Six2",6,2,3,3,5,7,4,7,1,0,3,3,1,9,5,2,1,7,6,9,3,9,4,5,4,4,4,3,10,4,5,1,7,4,4,0,0,9,3,1,11,0,1,10,18,2,1,2,1,1,5,2,6,4,1,5,2,6,6,3,5,5,6,5,1,0,8,1,19,1,2,6,1,1,0,4,4,2,2,2,9,6,20,1,4,3,0,0,1,4,4,0,17,2,5,4,0,3
"Col15a1",23,5,10,4,22,20,27,24,3,2,15,10,2,32,13,5,2,15,10,12,5,8,11,5,2,13,5,7,17,4,2,0,3,26,5,7,5,5,1,17,12,15,2,29,26,18,9,15,2,5,6,0,3,10,5,7,7,1,9,0,3,7,6,1,13,9,53,4,5,3,30,7,2,3,0,0,1,0,0,2,5,33,28,0,1,3,2,8,13,3,20,3,27,19,14,1,17,29
"Ace2",0,1,0,0,1,1,0,1,0,0,0,1,1,3,0,0,0,1,0,0,0,4,4,1,0,2,8,1,1,4,12,0,4,1,7,0,1,2,0,5,0,0,0,5,6,0,0,3,0,0,10,5,3,0,2,1,0,0,0,0,5,1,9,1,5,0,2,2,4,2,2,0,1,0,0,0,1,0,0,0,1,0,2,0,1,1,6,1,0,0,0,0,0,1,0,3,0,2
"Myh11",14,8,13,6,27,9,13,13,1,5,4,24,2,13,7,2,5,14,10,4,1,10,10,7,1,15,6,5,4,9,13,2,10,3,8,4,1,5,8,8,6,3,0,14,16,3,2,13,1,0,8,0,7,13,1,7,9,2,3,4,8,1,12,2,6,0,15,5,13,0,4,2,4,0,1,3,0,0,4,1,3,21,11,3,6,3,3,1,1,0,1,1,9,3,5,1,2,9
"Ctss",4,6,2,1,1,1,2,1,1,2,7,7,1,3,10,2,2,4,7,10,1,4,3,1,4,2,4,0,5,4,2,0,8,1,1,1,0,6,3,1,1,1,0,4,7,4,1,9,0,0,2,0,6,3,6,8,2,4,1,30,8,29,3,1,1,0,2,3,3,3,4,3,1,3,1,0,2,0,2,1,3,1,8,3,5,3,1,7,19,0,11,8,5,0,1,0,5,4
"C1qc",19,14,9,3,16,16,22,19,6,6,4,9,1,24,22,2,5,14,12,8,3,9,7,2,2,17,7,5,9,3,0,1,5,18,8,4,2,11,5,14,7,16,1,11,11,5,4,13,8,4,13,0,7,11,26,3,1,0,7,66,1,63,5,5,2,0,11,3,8,4,4,3,0,0,4,2,1,0,1,4,9,4,5,2,0,0,1,0,47,0,0,3,5,4,1,2,4,6
"Mpeg1",49,11,15,10,26,15,28,7,5,9,20,19,6,21,35,8,10,25,17,10,6,8,5,1,9,19,4,6,11,1,6,1,8,10,9,2,3,12,13,17,14,12,5,16,20,8,6,12,9,10,22,12,3,7,12,12,6,4,6,32,4,31,5,3,7,4,27,18,3,0,9,6,2,2,1,8,1,0,3,6,6,17,6,2,3,16,4,7,24,1,12,5,6,6,8,1,5,22
"Slc32a1",13,11,10,14,17,13,25,19,2,6,11,20,1,21,27,7,8,19,24,22,5,64,50,39,21,18,53,4,22,35,8,11,73,71,44,4,7,16,11,18,8,6,2,95,31,66,35,47,2,3,46,21,61,30,7,51,34,9,39,6,39,9,26,17,31,10,85,29,97,9,31,8,2,7,6,10,3,5,4,18,56,98,77,23,27,43,29,12,15,4,19,4,26,40,26,16,22,80
"Nfib",63,45,39,45,43,44,36,33,7,20,45,83,19,56,106,37,14,82,64,54,20,38,20,14,56,36,17,14,56,43,26,7,27,38,8,15,17,25,13,38,24,19,9,89,64,28,19,19,28,12,20,7,43,8,0,46,23,20,10,0,24,0,21,2,16,13,71,20,83,21,31,31,15,24,15,18,28,18,11,4,45,90,35,10,17,37,19,37,1,23,42,17,41,24,20,8,24,41
"Cplx3",38,29,23,26,20,21,23,14,12,5,19,23,6,20,63,14,14,46,26,21,6,21,30,8,6,32,10,10,19,31,36,3,21,26,8,8,18,23,13,16,10,13,4,45,85,19,11,19,3,3,28,8,49,20,3,40,13,5,8,8,36,10,21,10,10,5,34,16,81,3,29,11,5,5,16,4,4,3,2,7,18,38,25,6,22,50,5,18,7,3,30,14,70,16,16,9,6,17
"Krt73",3,14,12,1,3,2,7,4,1,6,9,19,1,22,7,4,1,10,8,9,0,1,2,7,1,14,2,10,1,11,0,3,0,8,1,1,0,11,2,15,6,5,1,32,5,8,5,8,4,6,6,5,6,3,0,13,14,1,1,0,6,1,9,3,11,2,13,0,13,2,12,0,0,0,1,0,1,1,3,1,2,5,5,1,2,3,1,3,0,12,1,1,4,5,4,2,5,10
"Ntn1",4,10,4,2,9,1,16,11,0,8,6,8,0,7,13,3,4,11,16,6,1,11,6,5,13,8,4,3,15,24,19,2,15,5,7,1,9,8,2,17,2,4,4,22,12,11,2,11,4,1,41,14,33,4,3,8,3,9,5,5,14,6,3,4,7,2,27,8,38,12,6,5,8,5,3,1,6,6,4,9,9,18,10,2,2,7,1,3,7,4,5,0,7,12,3,6,6,20
"Slc35d3",12,13,16,6,5,18,9,7,2,7,4,13,6,11,24,3,3,26,14,8,9,9,15,8,7,16,8,1,10,18,10,1,17,8,4,5,4,4,5,5,9,6,3,19,24,8,5,8,1,2,20,6,23,22,4,30,3,4,8,7,18,3,11,4,1,5,7,7,41,1,4,2,1,0,2,5,12,0,4,9,6,5,7,4,14,20,0,0,5,1,3,1,19,1,2,6,5,6
"Pdlim3",2,5,19,1,4,6,2,3,0,5,5,2,1,5,5,0,0,5,5,3,0,19,18,9,3,6,9,0,4,14,6,3,17,15,6,1,1,3,5,3,2,2,1,20,9,8,5,6,0,0,9,4,13,7,3,23,5,4,7,0,16,1,11,2,5,4,7,18,9,5,4,1,3,8,4,1,6,6,3,3,2,57,33,0,15,2,1,6,1,3,11,2,5,10,2,0,5,5
"Slc10a4",4,3,2,0,1,0,4,3,1,1,4,10,0,15,3,1,1,2,2,3,0,4,3,4,4,4,2,1,4,5,1,1,10,9,5,2,1,3,0,4,0,1,0,21,5,6,3,6,0,0,8,4,3,2,3,5,3,0,5,1,3,1,2,2,0,0,18,8,13,1,1,1,1,0,0,0,1,0,0,2,4,6,9,1,1,4,2,1,1,0,4,1,4,7,6,1,3,14
"Drd2",3,5,3,0,2,2,3,1,0,1,4,8,0,2,3,1,1,2,3,4,2,3,9,3,2,1,3,3,5,3,0,0,3,6,5,3,1,5,3,1,1,2,0,10,2,5,1,5,1,0,13,0,4,6,0,9,0,0,7,0,7,0,4,4,0,2,7,1,6,0,5,1,0,0,1,2,2,2,0,2,3,9,6,0,0,6,0,0,0,1,3,2,4,2,0,1,0,6
"Serpinf1",8,9,1,1,3,8,6,4,2,1,9,9,1,7,9,1,2,3,4,2,0,8,10,6,19,3,5,2,13,7,1,4,7,18,5,3,3,1,1,1,1,2,1,19,12,10,5,7,0,0,4,2,4,11,6,9,7,0,12,17,12,21,3,2,13,6,11,3,10,3,10,6,1,0,0,1,0,0,0,6,6,16,7,4,4,8,5,1,15,12,11,6,6,6,7,3,7,11
"Vip",4,2,2,0,2,2,3,0,0,0,3,8,0,0,13,1,1,8,7,2,2,5,5,9,1,1,3,1,2,3,1,6,2,28,1,0,2,2,3,9,1,1,0,28,8,14,18,6,1,0,3,1,1,2,4,1,12,0,6,0,5,1,7,1,22,1,40,0,3,0,20,0,0,0,0,1,0,0,1,2,2,10,20,2,1,0,10,5,0,0,1,0,4,14,11,3,3,22
"Igfbp6",36,19,16,17,26,30,31,15,11,7,15,22,4,58,40,8,6,33,20,16,15,21,12,8,9,41,9,15,20,12,13,0,20,9,20,7,9,19,9,22,13,8,1,39,25,21,10,7,12,7,13,3,7,7,4,8,11,3,10,25,9,12,11,6,7,1,17,9,19,8,13,21,5,11,8,3,6,10,6,3,25,20,15,8,12,13,4,6,9,4,11,4,12,11,10,3,5,10
"Pltp",17,10,8,6,12,8,13,14,6,0,7,14,1,13,21,3,4,7,6,5,3,7,10,12,7,14,7,5,6,9,23,1,15,5,7,1,4,11,6,6,6,2,0,14,12,2,3,7,2,3,10,0,6,7,7,9,2,2,3,9,4,6,4,2,0,1,3,10,16,24,1,30,18,34,24,2,35,27,12,3,5,26,23,4,3,5,0,3,13,2,4,0,14,1,3,5,3,14
"Hmcn1",4,4,11,0,2,5,4,7,0,1,8,4,5,2,5,1,2,5,11,8,4,19,19,6,4,4,9,1,7,10,2,3,15,7,6,2,9,7,2,2,6,4,1,8,14,6,3,11,1,1,5,3,8,5,1,7,10,2,5,2,17,1,4,4,3,3,2,18,13,21,4,5,2,19,18,1,18,9,12,0,8,11,3,0,4,2,1,0,1,1,5,1,5,3,1,1,0,1
"Lmo1",16,15,17,14,17,32,26,22,2,6,23,32,6,37,42,3,10,32,21,26,8,6,4,2,12,33,2,12,8,10,2,2,4,24,10,8,3,19,11,26,13,20,2,17,21,6,14,12,8,5,13,5,8,4,1,6,11,5,5,1,5,1,7,10,5,1,18,2,5,2,5,3,0,3,0,3,0,1,6,9,9,8,10,2,6,4,12,6,0,7,7,2,20,7,7,1,6,13
"Rspo4",1,1,3,0,2,3,2,2,1,1,1,3,0,0,2,0,0,1,3,1,1,8,13,6,0,3,3,0,2,5,0,0,6,23,6,1,2,3,3,3,0,0,1,20,3,4,15,15,7,0,1,3,12,2,1,13,4,0,2,0,11,1,7,1,1,2,11,7,11,0,5,2,1,0,0,1,0,0,0,2,2,7,4,1,12,7,4,1,0,1,0,0,3,5,2,10,0,11
"Rspo1",12,19,10,8,23,4,33,22,0,1,8,6,1,65,22,3,16,10,13,13,4,9,5,2,4,11,0,16,1,10,1,2,0,7,4,7,3,17,3,38,11,29,4,17,17,6,4,5,9,5,0,1,3,4,7,1,5,0,0,11,4,19,4,0,4,0,3,3,3,13,4,1,0,1,1,1,0,0,1,0,0,2,2,2,1,4,2,1,15,0,2,0,6,5,9,4,1,1
"Htr1f",14,14,10,30,7,4,19,12,1,6,21,30,8,12,39,10,2,44,23,21,4,8,15,10,0,5,10,6,7,4,0,3,18,5,8,5,6,5,1,13,1,4,2,9,30,3,1,7,4,2,15,2,5,3,1,17,3,0,10,3,6,0,3,4,2,1,3,11,9,2,10,8,0,0,1,2,2,0,1,6,11,30,15,0,2,12,1,0,1,0,1,1,17,3,1,2,0,0
"Crispld2",7,1,8,2,4,6,4,1,1,0,1,6,1,0,3,1,1,7,4,4,4,6,5,2,6,2,5,0,1,2,33,0,4,10,2,0,2,1,1,4,3,1,0,19,14,11,1,3,1,0,1,0,4,3,0,6,9,0,0,0,4,1,3,1,13,8,58,12,21,1,17,11,5,1,1,1,1,1,0,0,11,32,16,0,1,6,19,3,1,1,0,3,2,21,5,2,11,46
"Col15a1",23,5,10,4,22,20,27,24,3,2,15,10,2,32,13,5,2,15,10,12,5,8,11,5,2,13,5,7,17,4,2,0,3,26,5,7,5,5,1,17,12,15,2,29,26,18,9,15,2,5,6,0,3,10,5,7,7,1,9,0,3,7,6,1,13,9,53,4,5,3,30,7,2,3,0,0,1,0,0,2,5,33,28,0,1,3,2,8,13,3,20,3,27,19,14,1,17,29
"Chodl",13,7,4,4,4,5,5,4,0,1,4,5,2,1,11,4,3,6,6,1,1,2,5,6,3,5,1,15,3,3,0,8,3,3,1,1,2,2,0,3,0,0,1,8,6,10,3,4,3,0,42,18,2,2,0,4,1,4,4,1,9,4,3,4,0,0,2,1,11,0,4,0,0,0,0,0,1,0,0,9,4,4,3,0,1,2,0,13,0,2,2,2,4,2,4,1,0,9
"Fam114a1",1,10,5,3,1,3,3,5,0,6,7,17,3,2,8,3,2,8,6,9,1,33,4,4,3,5,13,0,3,6,6,2,8,11,11,2,0,4,5,4,1,2,0,26,6,6,3,22,1,1,4,0,4,5,12,2,2,7,10,12,7,15,4,7,8,4,14,3,8,6,0,2,5,4,2,4,3,5,0,0,7,8,4,4,2,4,1,0,16,0,1,1,6,4,2,3,2,9
"Fosb",62,39,24,59,62,38,79,51,14,14,46,39,1,132,118,23,15,72,74,39,33,72,45,46,27,71,63,29,67,32,56,0,66,58,50,20,23,32,22,57,37,39,9,70,75,37,28,35,36,11,39,18,53,34,37,44,19,18,44,39,47,38,28,28,23,12,58,37,83,49,29,59,29,45,32,16,36,30,26,17,92,119,76,13,28,41,13,30,25,15,42,13,45,26,10,21,13,34
"Necab1",13,7,27,12,24,16,20,24,1,9,17,16,6,23,47,11,4,28,15,16,12,19,10,5,1,23,8,9,15,16,3,2,10,13,3,5,6,19,6,24,11,7,2,46,25,10,4,16,6,8,1,1,15,20,0,13,6,1,7,0,4,0,2,1,4,4,28,2,35,1,16,4,1,1,0,1,0,0,1,1,35,1,3,1,0,10,7,3,0,0,8,1,14,11,11,1,8,14
"Myh8",4,3,3,2,2,6,4,1,0,0,4,3,1,0,6,2,1,2,5,3,0,4,2,1,1,12,2,0,1,0,0,0,10,2,6,0,1,4,4,2,4,0,1,5,2,0,0,12,1,0,11,0,3,11,0,3,1,0,6,0,8,0,19,4,0,0,3,0,3,1,1,1,0,1,0,0,0,0,0,2,3,5,3,1,10,4,1,0,1,0,0,0,2,0,0,6,4,3
"Fibin",2,11,6,0,13,0,6,8,0,2,7,8,2,3,7,0,2,1,6,3,1,12,7,3,5,5,2,0,2,3,3,4,5,4,2,0,1,3,2,7,1,2,2,5,10,5,5,4,1,14,1,0,11,9,1,1,1,0,2,0,10,0,0,0,0,0,2,12,4,1,2,13,3,2,0,6,3,0,0,2,6,19,1,1,0,1,4,0,0,0,6,4,16,0,0,0,0,1
"Ptgdr",3,3,14,4,1,3,8,2,1,2,0,2,4,13,12,1,1,4,4,5,0,1,2,2,0,11,0,3,2,4,1,0,4,2,4,0,0,6,1,8,3,6,0,1,3,3,7,8,4,2,4,3,5,25,0,2,0,1,5,3,1,1,0,0,0,0,3,1,3,0,4,21,0,0,1,0,0,1,0,4,1,1,8,3,1,2,0,5,5,1,0,0,3,0,1,1,0,4
"Efemp1",4,4,6,3,9,4,1,3,0,3,2,9,3,11,9,0,1,2,5,4,1,1,4,2,2,3,4,1,2,1,0,1,2,1,1,3,0,3,3,5,1,6,2,3,3,4,3,5,2,0,4,0,5,14,0,2,2,1,7,6,2,0,2,1,0,0,9,0,0,2,2,11,0,1,0,1,0,0,4,2,1,2,3,1,0,2,0,2,0,2,4,1,3,8,7,1,1,5
"Esm1",14,11,14,8,12,20,18,12,0,4,13,15,3,18,22,8,7,19,10,11,5,20,18,2,4,22,1,6,21,7,7,1,11,10,15,2,5,11,4,13,8,5,6,20,31,9,3,18,8,4,9,1,15,9,2,7,5,0,15,1,9,2,8,5,3,5,17,8,18,0,7,9,2,0,0,2,1,0,3,5,25,17,17,3,7,11,3,1,2,0,8,4,20,19,6,6,4,10
"Prdm8",56,11,28,27,41,5,54,38,5,6,9,21,4,118,58,10,9,34,23,21,13,22,21,10,11,49,19,38,10,10,4,4,13,19,14,12,1,27,15,65,24,39,8,35,44,16,9,10,21,29,5,2,14,6,2,3,7,3,10,2,4,4,7,2,12,7,37,14,13,3,13,11,0,0,1,3,4,2,1,3,18,15,23,4,5,8,2,5,4,7,12,9,31,13,9,0,13,15
"Pvalb",14,6,3,5,6,8,13,5,3,4,3,13,6,3,14,2,2,10,2,7,4,40,27,17,15,6,44,4,9,5,0,4,27,5,11,3,6,1,1,6,1,3,1,19,16,2,5,14,6,1,10,3,7,10,3,17,6,2,14,2,5,1,14,4,3,0,8,24,13,2,7,1,1,0,1,2,0,0,1,2,4,61,46,6,6,12,2,4,2,1,2,4,4,1,1,5,5,11
"Il7",1,9,11,2,4,4,9,2,1,3,3,10,1,11,10,2,1,6,6,5,0,2,2,1,2,6,3,2,5,4,5,0,2,4,1,1,0,9,3,7,3,1,0,5,11,2,0,3,4,0,9,0,1,2,1,1,2,0,1,0,4,2,10,1,4,2,1,0,3,0,2,1,0,1,0,0,0,1,0,0,6,0,3,0,1,1,2,1,0,0,3,0,8,3,3,0,2,1
"Syt2",8,15,12,13,12,5,13,10,1,9,27,44,10,19,13,1,2,8,9,7,3,33,38,21,4,21,21,6,11,10,5,7,29,6,7,5,2,7,6,14,6,11,1,4,22,6,5,3,4,0,0,4,5,10,1,3,6,2,2,2,3,0,1,7,1,0,21,4,13,0,1,2,0,2,0,2,0,1,0,4,10,18,12,2,1,6,0,4,4,0,1,0,6,6,3,0,2,8
"Kank4",8,1,14,1,8,3,5,1,1,4,4,5,2,9,9,1,3,5,5,1,0,9,9,1,0,1,7,1,13,2,7,2,14,6,2,3,2,3,3,4,2,0,1,16,14,6,2,6,1,1,4,0,3,4,0,3,4,3,4,0,4,0,0,2,3,0,4,3,9,3,5,5,7,4,4,0,5,5,8,1,5,28,16,0,2,11,1,6,0,0,7,7,11,2,9,2,0,4
"Itm2a",5,1,8,0,2,0,5,1,0,2,2,1,0,1,13,2,1,5,3,2,1,1,1,1,0,2,5,0,1,3,2,2,8,0,2,1,1,1,1,7,2,0,0,5,10,0,1,5,0,1,0,0,5,2,0,2,1,0,0,0,1,0,0,1,0,2,0,9,1,8,0,5,0,11,9,2,6,4,24,4,7,0,2,0,2,1,0,0,0,0,0,1,2,0,0,0,0,1
"Adamts19",9,4,11,1,9,1,7,7,1,0,6,10,0,6,3,0,3,4,8,4,2,0,3,2,2,5,0,2,15,4,0,0,2,19,0,3,0,5,2,5,3,4,0,2,4,0,0,7,4,0,4,1,3,4,1,3,2,0,6,2,1,2,0,0,0,2,2,4,4,5,3,2,1,2,0,2,0,0,0,6,18,3,4,0,0,1,0,0,0,0,1,1,2,0,0,1,1,5
"Tac2",19,5,12,5,20,14,14,9,1,4,10,7,1,19,13,1,3,17,15,6,4,12,13,5,5,15,18,4,3,9,5,0,16,34,17,4,4,9,4,14,8,13,0,42,11,36,10,15,4,2,8,2,15,18,5,6,13,1,8,9,10,15,3,17,9,9,41,6,12,1,32,8,1,13,6,2,9,5,2,5,19,26,24,5,4,0,10,6,6,2,22,3,7,26,21,1,17,50
"Slc17a7",97,46,25,61,86,69,86,51,20,21,28,56,1,148,155,33,15,70,71,49,31,24,13,6,11,74,29,30,97,12,15,2,18,32,10,25,19,49,29,83,21,38,4,30,100,21,17,13,29,25,11,7,16,9,8,27,7,5,13,14,8,15,4,6,9,3,17,14,28,10,9,30,7,12,7,6,9,9,11,4,23,33,26,6,10,14,12,12,13,5,25,5,51,10,4,7,2,16
"Cux2",25,11,14,3,30,14,69,43,6,1,3,8,2,77,18,2,4,10,9,6,3,44,34,35,12,64,28,35,10,12,13,4,55,18,12,14,1,29,20,75,23,31,2,19,14,10,5,15,19,14,29,9,16,17,6,41,13,3,22,16,17,25,16,13,4,3,18,18,36,7,3,7,1,1,0,4,0,1,1,14,8,63,50,6,21,18,9,14,15,6,26,11,12,9,2,7,6,13
"Rrad",15,16,15,10,10,19,25,11,0,5,9,15,3,24,35,6,3,17,6,12,8,19,19,9,9,21,21,8,18,12,26,0,14,19,8,9,4,20,7,16,8,11,3,24,17,7,2,13,3,3,9,2,15,10,8,9,17,1,20,11,16,9,4,4,6,5,23,7,20,5,8,7,9,8,5,9,7,1,0,1,29,25,11,3,2,11,3,11,11,2,12,2,19,5,4,5,8,11
