"Emx2",12,8,9,3,14,9,16,14,0,0,8,15,3,6,21,9,4,21,13,13,3,15,14,7,36,23,11,3,9,7,4,3,9,12,20,3,4,24,11,20,8,7,3,15,23,6,1,14,2,1,11,13,10,5,2,4,9,9,6,1,11,0,6,7,1,4,21,7,7,2,3,7,3,2,1,20,3,2,0,4,3,19,8,4,6,5,1,3,2,17,3,2,18,6,5,4,0,7
"Rorb",45,5,9,0,48,4,55,28,2,1,2,5,0,59,7,4,1,2,6,4,3,7,7,5,15,12,15,19,7,1,5,0,7,6,4,5,2,5,2,49,14,19,3,12,11,7,3,13,17,5,14,3,3,8,0,2,4,2,5,0,7,1,2,1,3,0,18,1,9,2,2,0,2,1,1,2,0,0,0,6,1,4,5,0,3,0,2,4,0,10,3,7,6,2,2,3,3,8
"Scnn1a",16,4,13,3,24,8,47,22,1,2,3,7,1,25,11,1,0,6,8,4,3,22,19,10,14,11,14,8,8,13,17,2,11,10,12,1,0,12,4,20,2,11,4,15,8,8,2,11,11,9,12,3,5,8,14,5,6,2,13,16,2,13,5,7,3,1,10,6,14,19,2,12,3,18,10,2,20,14,8,3,7,16,11,2,1,17,1,0,12,2,3,2,7,6,2,1,4,7
"Fezf2",59,39,19,40,48,20,40,50,15,23,54,71,19,31,97,34,10,71,56,55,8,12,6,9,34,9,3,10,99,17,1,0,19,3,7,16,23,15,2,23,6,11,3,16,76,9,2,11,9,8,7,5,17,8,0,11,7,1,4,0,11,0,8,6,1,0,20,12,22,0,7,8,1,0,0,1,2,0,0,1,6,9,8,7,4,10,2,0,0,7,1,6,35,5,7,2,3,7
"Batf3",36,9,8,12,25,20,17,13,7,3,11,19,6,13,34,3,3,11,14,11,9,8,5,8,1,18,7,2,19,5,5,0,8,12,10,8,4,12,5,13,12,7,4,8,20,10,1,8,2,28,2,0,4,8,20,9,6,1,7,42,7,52,7,0,1,3,3,6,5,2,6,4,1,0,0,4,0,2,0,1,16,4,5,0,3,6,1,0,42,1,0,1,6,5,0,2,2,10
"Ucma",9,2,1,2,8,13,10,14,0,1,0,5,2,10,16,1,1,7,17,2,2,6,4,2,1,4,2,4,0,2,1,2,7,2,3,2,1,11,1,14,6,7,0,4,4,4,11,3,1,2,15,5,4,6,1,2,0,0,2,1,6,1,1,7,0,1,0,1,2,1,1,5,0,1,0,1,0,0,0,9,1,2,2,0,1,2,1,0,0,0,3,1,1,0,0,1,0,0
"Pld5",9,2,8,0,2,6,5,1,0,3,4,2,0,13,5,0,3,4,8,1,1,22,9,0,0,10,4,6,4,18,2,2,11,8,13,5,3,5,0,3,6,6,1,21,1,10,3,15,5,3,19,7,25,18,2,11,3,0,2,1,13,2,8,9,4,4,26,1,32,3,9,1,0,1,5,3,0,1,0,6,5,10,5,3,18,8,2,0,0,1,2,1,2,8,4,4,7,20
"Htr2c",3,1,7,1,1,2,4,5,1,0,0,11,2,5,4,0,1,3,2,3,1,9,5,5,8,4,3,3,9,4,1,1,7,4,2,2,1,2,0,6,1,5,2,16,4,6,3,4,4,0,4,2,4,2,0,2,4,0,0,0,0,2,0,0,7,1,3,0,1,0,8,1,0,0,0,0,0,0,0,3,1,3,4,0,0,0,0,0,0,2,0,0,3,9,7,0,1,8
"Scn7a",12,4,5,0,6,3,5,11,0,1,1,5,3,7,6,1,1,5,4,0,2,5,5,1,2,9,9,1,2,0,2,1,4,9,2,1,2,4,0,4,7,2,0,20,2,3,12,12,2,0,2,0,4,5,0,1,0,0,4,2,6,3,1,0,5,4,10,0,2,0,4,1,0,0,0,2,1,0,2,0,4,9,9,1,0,4,0,0,2,0,0,0,1,7,2,1,1,14
"Erbb4",6,4,5,2,3,2,16,17,1,4,7,9,1,2,19,4,2,8,10,13,3,19,40,14,6,8,22,1,14,25,0,5,40,23,16,4,1,8,2,10,9,5,0,43,11,15,8,23,5,2,26,5,25,7,0,18,12,7,16,0,17,0,5,8,12,6,40,26,44,0,22,4,0,1,0,1,0,0,0,10,14,45,19,5,11,17,12,19,0,2,44,19,6,12,11,6,11,18
"Tmem163",24,21,10,7,18,8,17,23,4,13,24,45,9,21,26,4,2,14,11,6,3,6,15,8,8,17,7,5,18,12,2,0,6,9,5,11,12,12,6,16,6,10,2,18,48,8,6,7,13,8,6,4,5,3,1,18,3,2,3,1,7,0,11,0,4,1,15,4,17,3,4,1,0,3,2,14,0,0,2,4,10,10,5,3,7,15,1,18,0,1,30,7,28,4,6,6,3,6
"Rxfp2",15,5,6,6,14,8,15,7,5,0,6,12,0,19,24,5,3,15,13,13,8,26,9,2,4,7,6,8,17,6,5,1,5,0,4,11,11,3,3,13,14,11,1,2,24,4,2,5,4,3,3,0,7,2,0,7,3,2,4,1,4,1,2,2,4,1,9,2,8,4,2,4,2,1,9,8,0,0,1,1,8,12,4,2,3,3,3,7,0,0,8,4,14,3,1,2,2,3
"Prss35",39,20,16,25,13,14,24,14,1,5,18,21,12,31,49,10,5,27,21,26,6,10,16,6,5,21,9,3,32,8,1,2,16,18,6,6,7,13,4,28,11,8,1,16,34,12,5,13,4,3,11,1,24,12,0,6,11,2,9,0,6,0,4,1,6,4,11,8,18,0,3,0,0,0,1,3,0,0,0,3,15,21,5,3,2,7,3,6,0,1,5,4,20,8,1,2,10,10
"Tunar",22,8,21,20,19,28,40,16,1,5,3,14,0,50,55,2,9,27,26,26,14,25,13,10,3,30,12,12,23,11,0,9,22,18,23,3,7,16,9,28,10,18,3,22,25,5,6,21,9,5,23,8,16,16,0,18,10,5,21,0,15,0,9,8,7,3,12,8,27,1,5,1,3,2,0,8,1,0,0,6,33,27,8,7,12,9,0,0,4,1,2,1,24,8,2,7,2,4
"Fst",4,3,13,2,3,15,13,12,0,2,4,7,0,13,17,4,2,9,9,2,1,4,9,3,8,13,5,4,7,6,1,0,7,5,11,6,1,10,12,8,6,6,0,6,21,2,0,10,3,1,16,2,11,9,2,4,1,2,5,1,2,0,2,3,18,2,8,6,12,0,5,0,0,1,0,5,4,1,2,0,12,15,9,1,20,4,2,2,1,1,6,4,9,3,3,1,3,5
"Car3",2,3,13,4,14,6,12,4,0,2,2,6,4,7,10,4,0,10,4,6,2,24,6,6,4,8,7,6,4,6,5,2,14,1,4,11,2,7,7,12,9,5,0,10,12,1,11,19,3,1,15,3,5,7,0,12,9,2,10,2,5,0,8,6,2,8,7,2,6,6,2,2,2,3,3,2,4,1,3,1,8,18,11,2,7,5,1,7,1,2,7,5,18,5,0,5,5,6
"Chrna6",13,11,11,2,13,5,9,5,0,7,6,22,2,11,8,1,2,9,8,12,3,2,2,6,9,7,1,2,10,1,1,0,5,4,1,3,2,7,4,6,2,2,1,2,21,0,0,7,2,2,8,1,2,3,1,1,1,0,5,0,2,0,6,2,1,5,10,2,2,0,1,1,0,0,1,0,0,0,0,2,2,0,0,0,1,5,1,0,0,0,0,0,10,3,0,2,0,1
"Tph2",14,14,7,4,9,11,11,10,2,5,18,11,7,8,18,7,1,22,13,13,6,14,13,13,4,16,9,3,4,10,0,5,15,14,11,6,3,10,10,5,11,7,1,28,16,15,3,15,3,1,12,3,14,18,2,11,12,2,16,0,9,7,9,3,1,0,14,6,14,1,5,1,1,1,0,2,0,0,2,7,15,10,10,2,8,10,5,0,0,1,1,1,12,16,10,6,2,6
"Pvalb",14,6,3,5,6,8,13,5,3,4,3,13,6,3,14,2,2,10,2,7,4,40,27,17,15,6,44,4,9,5,0,4,27,5,11,3,6,1,1,6,1,3,1,19,16,2,5,14,6,1,10,3,7,10,3,17,6,2,14,2,5,1,14,4,3,0,8,24,13,2,7,1,1,0,1,2,0,0,1,2,4,61,46,6,6,12,2,4,2,1,2,4,4,1,1,5,5,11
"Krt80",20,36,26,44,27,19,47,35,3,7,27,46,10,35,93,20,20,78,51,40,17,14,10,10,8,28,15,14,32,12,8,4,4,12,7,5,4,18,7,43,16,27,4,17,60,10,2,8,12,11,16,5,15,7,8,3,6,0,12,11,8,6,7,5,3,0,6,11,25,3,9,13,3,3,2,15,1,0,2,3,15,39,19,2,2,8,2,0,6,7,0,1,16,4,5,2,3,4
"Hpgd",2,11,7,2,4,1,5,3,1,4,7,9,7,5,5,2,0,4,6,2,0,0,5,1,7,7,6,2,1,2,4,2,0,1,3,2,5,3,5,2,5,4,0,5,5,1,1,3,0,14,5,0,1,5,12,3,4,1,2,20,1,27,1,1,0,1,3,0,2,1,2,0,0,0,1,0,2,0,0,2,1,1,2,1,1,8,0,0,16,2,0,1,7,0,1,1,0,1
"Slc17a8",9,5,6,2,6,5,1,2,0,1,1,2,0,0,10,1,0,6,4,5,3,6,8,1,2,2,3,3,12,3,2,0,3,2,1,0,1,2,2,3,1,0,2,2,12,3,3,3,2,0,9,0,1,3,0,2,2,0,3,0,2,1,6,3,2,0,1,3,1,0,1,1,0,1,0,4,1,0,1,0,1,5,18,1,1,0,2,1,0,1,1,0,3,1,1,1,0,0
"Trh",12,2,4,1,7,6,12,5,0,5,3,5,2,4,28,9,4,22,12,21,0,3,4,2,2,5,3,0,17,4,20,1,7,4,0,5,5,7,3,7,1,1,1,1,24,1,1,9,2,0,5,0,5,5,0,4,2,0,1,0,2,1,11,0,1,1,0,8,11,0,4,7,2,0,0,0,39,1,1,0,12,0,3,1,2,7,1,0,0,0,0,2,21,2,1,2,0,1
"Nxph2",3,2,5,0,0,3,1,1,0,0,1,2,0,9,3,0,0,5,3,3,0,12,20,9,2,1,7,0,1,3,1,1,14,3,4,0,2,3,2,1,2,0,0,7,4,2,0,3,0,1,2,2,1,8,0,1,1,0,7,0,2,1,6,1,0,1,1,3,3,0,0,0,1,0,0,0,0,0,1,4,3,17,10,1,2,0,0,0,0,0,2,0,0,1,6,0,0,3
"Irf8",20,9,15,7,22,10,32,24,5,6,6,15,2,16,21,3,3,23,13,10,2,8,8,4,11,12,3,12,13,9,26,1,5,3,5,2,3,9,12,22,5,17,1,12,15,6,0,5,6,3,2,0,6,4,13,2,3,0,5,30,5,45,6,0,1,0,5,20,9,4,1,2,5,5,6,3,5,9,7,1,2,9,7,2,0,4,0,3,24,2,3,1,10,3,0,1,1,3
"Ctxn3",12,28,23,27,18,16,19,26,5,2,16,24,10,30,60,2,12,28,33,25,5,5,7,1,3,17,16,11,1,9,5,1,8,8,1,10,3,18,10,30,11,18,5,8,10,4,3,7,4,7,9,7,16,1,0,10,6,1,0,0,3,0,0,3,1,1,7,6,6,1,6,3,1,0,0,2,1,0,1,1,24,3,5,1,3,2,2,12,0,0,3,0,3,1,5,0,1,2
"Mup5",4,13,6,7,6,5,8,3,3,3,14,26,9,3,9,2,0,4,4,7,3,2,3,0,15,1,5,1,27,0,1,0,2,0,0,2,5,1,1,1,0,0,0,13,9,0,1,6,0,0,2,0,1,5,0,2,0,0,1,5,8,1,3,0,0,0,6,0,2,1,0,1,0,3,3,0,1,0,0,0,2,1,1,1,1,0,0,0,0,0,2,0,11,0,0,3,0,0
"Fbxl7",5,6,24,6,9,1,13,4,0,2,5,4,2,13,4,3,2,4,8,2,2,6,4,1,10,8,3,7,5,6,3,0,3,6,7,1,1,6,1,4,2,5,2,16,15,21,5,13,3,4,6,2,5,6,0,18,3,1,2,0,17,1,2,4,6,0,4,3,3,9,4,3,1,8,2,2,10,4,5,2,5,4,3,2,7,5,1,2,0,4,4,0,15,2,2,0,3,3
"P2ry12",15,5,17,9,12,10,5,2,0,2,4,6,0,10,20,4,3,9,9,7,4,12,6,8,1,12,5,2,20,3,0,1,12,4,4,2,6,8,5,3,9,7,0,10,25,1,2,15,2,2,7,0,6,9,8,8,3,0,6,23,5,27,17,3,1,1,5,5,16,0,2,1,0,0,0,0,0,0,0,1,4,18,10,1,7,3,0,0,24,2,0,2,3,1,4,0,2,0
"Hsd17b2",3,1,4,7,5,7,5,6,0,0,3,6,0,4,4,0,0,6,4,1,2,1,1,3,5,2,1,2,4,1,7,1,0,4,2,3,2,7,3,6,3,1,2,6,8,2,1,2,0,0,10,3,2,3,0,1,1,0,4,4,2,0,7,3,1,2,1,2,1,1,1,7,1,1,0,3,1,0,0,4,0,1,5,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0
"Trp73",39,14,15,13,19,4,34,14,5,4,8,18,2,25,32,3,4,14,9,13,8,16,13,8,13,20,8,6,21,8,8,0,10,19,10,3,4,14,7,17,6,13,4,19,28,7,7,10,7,4,20,3,6,9,5,9,7,4,11,8,11,5,11,7,7,1,22,4,15,6,18,5,6,4,7,14,3,4,7,8,20,14,8,1,3,7,3,15,4,6,17,6,17,10,8,3,6,13
"Cpne7",48,28,18,3,41,25,38,38,11,13,36,37,3,36,29,4,13,14,16,19,21,27,18,15,15,22,19,9,31,32,8,4,26,45,22,11,8,17,9,11,12,27,5,56,41,27,27,24,11,6,19,11,50,12,6,33,15,16,19,5,25,7,9,8,38,5,39,17,46,12,27,9,1,7,5,8,7,2,3,9,30,33,23,9,17,24,12,14,6,5,21,6,24,23,18,14,16,43
"Ntn5",46,20,10,18,37,22,38,31,8,9,21,27,1,57,44,13,8,33,36,14,11,20,25,11,16,28,14,15,23,21,12,0,19,31,9,7,3,20,18,30,9,28,3,46,36,19,10,15,6,11,19,7,22,19,6,11,11,5,12,4,15,7,5,9,8,3,30,10,26,14,14,5,3,8,14,10,13,14,10,4,21,23,24,5,14,14,6,11,1,2,18,11,37,20,6,11,9,21
