"sample_id","x","y","source_category","source_category_color","pg_clust","pg_clust_color","pred_subclass_label","pred_subclass_cor","pred_subclass_color","pred_cluster_label","pred_cluster_cor","pred_cluster_color"
"20180221_H10",-42.5670915314032,19.690739700509,"inh","#DD6191",28,"#58FF00","Endo",0.477864580178989,"#8D6C62","Endo Slc38a5_1",0.482428870226636,"#805F59"
"20180221_H11",-41.5760093117887,26.086820051282,"inh","#DD6191",29,"#7CCC5C","Endo",0.473012570074419,"#8D6C62","Endo Slc38a5_1",0.477789234919013,"#805F59"
"20180221_H12",-19.7259167515981,-38.2642380599404,"inh","#DD6191",73,"#AC73FF","Lamp5",0.423274048641223,"#DA808C","Lamp5 Slc35d3",0.432121987185035,"#FFA388"
"20180226_A01",25.1137434388415,-15.1023749193058,"inh","#DD6191",35,"#1FCC2D","Sst",0.354037711387164,"#F15A29","Sst Chodl",0.462759285006726,"#FFFF00"
"20180226_A02",-1.48466718489855,1.97051275505202,"inh","#DD6191",44,"#00CC81","Sst",0.399665301093246,"#F15A29","Sst Crhr2 Twist2_1",0.418090173270099,"#B95541"
"20180226_A04",16.8434915464105,-17.0544038642715,"inh","#DD6191",31,"#4AFF26","Sst",0.274028433473235,"#F15A29","Sst Chodl",0.36402051176333,"#FFFF00"
"20180226_A07",21.9314632611626,-15.17396685168,"inh","#DD6191",35,"#1FCC2D","Sst",0.354037711387164,"#F15A29","Sst Chodl",0.462759285006726,"#FFFF00"
"20180226_A08",20.166352403524,-14.0756032609108,"inh","#DD6191",35,"#1FCC2D","Sst",0.354037711387164,"#F15A29","Sst Chodl",0.462759285006726,"#FFFF00"
"20180226_A09",17.8420269588802,-17.821761780637,"inh","#DD6191",31,"#4AFF26","Sst",0.274028433473235,"#F15A29","Sst Chodl",0.36402051176333,"#FFFF00"
"20180226_A10",17.3372947532368,-16.7846478431944,"inh","#DD6191",31,"#4AFF26","Sst",0.274028433473235,"#F15A29","Sst Chodl",0.36402051176333,"#FFFF00"
"20180226_A12",21.9457862815601,-16.1902969500665,"inh","#DD6191",35,"#1FCC2D","Sst",0.354037711387164,"#F15A29","Sst Chodl",0.462759285006726,"#FFFF00"
"20180226_B03",23.0057432476755,-16.1309138068784,"inh","#DD6191",35,"#1FCC2D","Sst",0.354037711387164,"#F15A29","Sst Chodl",0.462759285006726,"#FFFF00"
"20180226_B04",17.2708393942434,-16.4637567875586,"inh","#DD6191",31,"#4AFF26","Sst",0.274028433473235,"#F15A29","Sst Chodl",0.36402051176333,"#FFFF00"
"20180226_B05",12.7750037352027,-17.6286777426611,"inh","#DD6191",31,"#4AFF26","Sst",0.274028433473235,"#F15A29","Sst Chodl",0.36402051176333,"#FFFF00"
"20180226_B06",5.03077064496745,-13.5655727887438,"inh","#DD6191",16,"#FFEA00","Sst",0.346112753367829,"#F15A29","Sst Etv1 Nr2f2_2",0.356994253561331,"#FFDF11"
"20180226_B09",19.8293614568052,-16.153792682353,"inh","#DD6191",35,"#1FCC2D","Sst",0.354037711387164,"#F15A29","Sst Chodl",0.462759285006726,"#FFFF00"
"20180226_B10",17.8741706871953,-17.9757159150684,"inh","#DD6191",31,"#4AFF26","Sst",0.274028433473235,"#F15A29","Sst Chodl",0.36402051176333,"#FFFF00"
"20180226_B11",23.9500414534232,-15.3977803494195,"inh","#DD6191",35,"#1FCC2D","Sst",0.354037711387164,"#F15A29","Sst Chodl",0.462759285006726,"#FFFF00"
"20180226_B12",22.064107833919,-15.5739181901884,"inh","#DD6191",35,"#1FCC2D","Sst",0.354037711387164,"#F15A29","Sst Chodl",0.462759285006726,"#FFFF00"
"20180226_C01",22.9218198050176,-14.4453958049119,"inh","#DD6191",35,"#1FCC2D","Sst",0.354037711387164,"#F15A29","Sst Chodl",0.462759285006726,"#FFFF00"
"20180226_C02",17.0745723123238,-17.0089117725569,"inh","#DD6191",31,"#4AFF26","Sst",0.274028433473235,"#F15A29","Sst Chodl",0.36402051176333,"#FFFF00"
"20180226_C04",13.979996431702,30.1523365835541,"inh","#DD6191",62,"#3D63CC","L2/3 IT",0.473145188069829,"#94D9A1","L2/3 IT VISp Pcp4l1",0.477403381881209,"#7AE6AB"
"20180226_C07",-0.0725046137882658,-10.7769281914256,"inh","#DD6191",16,"#FFEA00","Sst",0.346112753367829,"#F15A29","Sst Etv1 Nr2f2_2",0.356994253561331,"#FFDF11"
"20180226_C09",-2.95609145767293,0.812110142762848,"inh","#DD6191",44,"#00CC81","Sst",0.399665301093246,"#F15A29","Sst Crhr2 Twist2_1",0.418090173270099,"#B95541"
"20180226_C10",21.3611736383771,-14.3390556697257,"inh","#DD6191",35,"#1FCC2D","Sst",0.354037711387164,"#F15A29","Sst Chodl",0.462759285006726,"#FFFF00"
"20180226_C12",-1.76852267997122,-5.99902970254897,"inh","#DD6191",80,"#AB00CC","Pvalb",0.382750824415145,"#D93137","Sst Tac1 Tacr3",0.403612917920601,"#B06411"
"20180226_D04",-1.39614817548914,-7.08798074622265,"inh","#DD6191",80,"#AB00CC","Pvalb",0.382750824415145,"#D93137","Sst Tac1 Tacr3",0.403612917920601,"#B06411"
"20180226_D05",15.6781751908241,-17.9312881478391,"inh","#DD6191",31,"#4AFF26","Sst",0.274028433473235,"#F15A29","Sst Chodl",0.36402051176333,"#FFFF00"
"20180226_D06",15.476628241205,-17.730577480397,"inh","#DD6191",31,"#4AFF26","Sst",0.274028433473235,"#F15A29","Sst Chodl",0.36402051176333,"#FFFF00"
"20180226_D08",20.0330300536729,-14.2238098677603,"inh","#DD6191",35,"#1FCC2D","Sst",0.354037711387164,"#F15A29","Sst Chodl",0.462759285006726,"#FFFF00"
"20180226_D09",0.0642256744649397,-15.2299923091711,"inh","#DD6191",68,"#1500CC","Pvalb",0.321836720952329,"#D93137","Pvalb Reln_1",0.330545646120922,"#D6221D"
"20180226_D11",-2.93799305453201,0.436793095388374,"inh","#DD6191",44,"#00CC81","Sst",0.399665301093246,"#F15A29","Sst Crhr2 Twist2_1",0.418090173270099,"#B95541"
"20180226_E01",16.2152979827701,-17.5324948767515,"inh","#DD6191",31,"#4AFF26","Sst",0.274028433473235,"#F15A29","Sst Chodl",0.36402051176333,"#FFFF00"
"20180226_E02",12.6635510821796,-17.6274765287534,"inh","#DD6191",31,"#4AFF26","Sst",0.274028433473235,"#F15A29","Sst Chodl",0.36402051176333,"#FFFF00"
"20180226_E07",20.6526139169762,-13.5494988571246,"inh","#DD6191",35,"#1FCC2D","Sst",0.354037711387164,"#F15A29","Sst Chodl",0.462759285006726,"#FFFF00"
"20180226_E09",0.0639251487492041,-15.2292848001501,"inh","#DD6191",68,"#1500CC","Pvalb",0.321836720952329,"#D93137","Pvalb Reln_1",0.330545646120922,"#D6221D"
"20180226_E10",17.1946926845485,-17.0837718679557,"inh","#DD6191",31,"#4AFF26","Sst",0.274028433473235,"#F15A29","Sst Chodl",0.36402051176333,"#FFFF00"
"20180226_E11",19.263736286072,-16.8876854549796,"inh","#DD6191",35,"#1FCC2D","Sst",0.354037711387164,"#F15A29","Sst Chodl",0.462759285006726,"#FFFF00"
"20180226_E12",24.412896432638,-15.4178687077989,"inh","#DD6191",35,"#1FCC2D","Sst",0.354037711387164,"#F15A29","Sst Chodl",0.462759285006726,"#FFFF00"
"20180226_F03",27.3729277879205,-13.7731775259909,"inh","#DD6191",37,"#73FF8F","Sst",0.308279761217845,"#F15A29","Sst Chodl",0.395718290686393,"#FFFF00"
"20180226_F07",21.6687132659869,-12.8906541228405,"inh","#DD6191",35,"#1FCC2D","Sst",0.354037711387164,"#F15A29","Sst Chodl",0.462759285006726,"#FFFF00"
"20180226_F08",-3.87820442939369,-0.0775961624306217,"inh","#DD6191",44,"#00CC81","Sst",0.399665301093246,"#F15A29","Sst Crhr2 Twist2_1",0.418090173270099,"#B95541"
"20180226_F09",20.5576373795638,-15.50919502493,"inh","#DD6191",35,"#1FCC2D","Sst",0.354037711387164,"#F15A29","Sst Chodl",0.462759285006726,"#FFFF00"
"20180226_F10",26.8061270700385,-13.4593529721799,"inh","#DD6191",37,"#73FF8F","Sst",0.308279761217845,"#F15A29","Sst Chodl",0.395718290686393,"#FFFF00"
"20180226_F11",24.5005477712279,-14.1237883099318,"inh","#DD6191",35,"#1FCC2D","Sst",0.354037711387164,"#F15A29","Sst Chodl",0.462759285006726,"#FFFF00"
"20180226_F12",19.9629396020976,-15.4063836136687,"inh","#DD6191",35,"#1FCC2D","Sst",0.354037711387164,"#F15A29","Sst Chodl",0.462759285006726,"#FFFF00"
"20180226_G02",27.5410989368676,-13.4907317550586,"inh","#DD6191",37,"#73FF8F","Sst",0.308279761217845,"#F15A29","Sst Chodl",0.395718290686393,"#FFFF00"
"20180226_G03",22.7486736389663,-14.2986932040421,"inh","#DD6191",35,"#1FCC2D","Sst",0.354037711387164,"#F15A29","Sst Chodl",0.462759285006726,"#FFFF00"
"20180226_G05",13.0787315532116,-17.6570156816729,"inh","#DD6191",31,"#4AFF26","Sst",0.274028433473235,"#F15A29","Sst Chodl",0.36402051176333,"#FFFF00"
"20180226_G07",12.9212874442537,-17.6491393979103,"inh","#DD6191",31,"#4AFF26","Sst",0.274028433473235,"#F15A29","Sst Chodl",0.36402051176333,"#FFFF00"
"20180226_G09",23.0932962338626,-15.5539119422089,"inh","#DD6191",35,"#1FCC2D","Sst",0.354037711387164,"#F15A29","Sst Chodl",0.462759285006726,"#FFFF00"
"20180226_G10",19.3285500668313,-16.4693239679907,"inh","#DD6191",35,"#1FCC2D","Sst",0.354037711387164,"#F15A29","Sst Chodl",0.462759285006726,"#FFFF00"
"20180226_G12",19.8557913463261,-17.453720818652,"inh","#DD6191",35,"#1FCC2D","Sst",0.354037711387164,"#F15A29","Sst Chodl",0.462759285006726,"#FFFF00"
"20180226_H03",-0.300712679432427,-8.64470897716192,"inh","#DD6191",80,"#AB00CC","Pvalb",0.382750824415145,"#D93137","Sst Tac1 Tacr3",0.403612917920601,"#B06411"
"20180226_H07",15.820698181013,-17.5491812316753,"inh","#DD6191",31,"#4AFF26","Sst",0.274028433473235,"#F15A29","Sst Chodl",0.36402051176333,"#FFFF00"
"20180226_H09",22.6533227591503,-14.339194479098,"inh","#DD6191",35,"#1FCC2D","Sst",0.354037711387164,"#F15A29","Sst Chodl",0.462759285006726,"#FFFF00"
"20180226_H11",24.4170767053381,-14.2623335151114,"inh","#DD6191",35,"#1FCC2D","Sst",0.354037711387164,"#F15A29","Sst Chodl",0.462759285006726,"#FFFF00"
"20180226_H12",24.0050938692081,-14.0795481306619,"inh","#DD6191",35,"#1FCC2D","Sst",0.354037711387164,"#F15A29","Sst Chodl",0.462759285006726,"#FFFF00"
"20180227_A01",17.3178883655347,-16.7457096618376,"inh","#DD6191",31,"#4AFF26","Sst",0.274028433473235,"#F15A29","Sst Chodl",0.36402051176333,"#FFFF00"
"20180227_A03",25.313943851084,-15.0044338496004,"inh","#DD6191",35,"#1FCC2D","Sst",0.354037711387164,"#F15A29","Sst Chodl",0.462759285006726,"#FFFF00"
"20180227_A04",39.3772480691794,-17.3972333917499,"exc","#29ABE1",32,"#15CC00","NP",0.429574845395618,"#3E9E64","L5 NP VISp Trhr Cpne2",0.434244095686564,"#73CA95"
"20180227_A05",13.6513402113115,14.2979916653444,"exc","#29ABE1",36,"#009916","L6 IT",0.489319158268784,"#A19922","L6 IT VISp Fst Ptgs2",0.49489408185385,"#7F9922"
"20180227_A06",37.1008015297504,-18.8598586634035,"exc","#29ABE1",32,"#15CC00","NP",0.429574845395618,"#3E9E64","L5 NP VISp Trhr Cpne2",0.434244095686564,"#73CA95"
"20180227_A07",4.78308337232935,11.9660314640978,"exc","#29ABE1",34,"#4DFF50","L6 IT",0.469832616450829,"#A19922","L6 IT VISp Col27a1",0.478752233029068,"#A19922"
"20180227_A10",32.4065302931632,29.0462676068763,"exc","#29ABE1",67,"#2F26FF","L2/3 IT",0.413726150960124,"#94D9A1","L2/3 IT VISp Pcp4l1",0.415897006444267,"#7AE6AB"
"20180227_A11",41.9616471889891,-14.5576755097259,"exc","#29ABE1",33,"#489945","NP",0.364577683933808,"#3E9E64","L5 NP VISp Trhr Cpne2",0.372538180344484,"#73CA95"
"20180227_A12",5.49227903937753,-23.1116860037658,"inh","#DD6191",16,"#FFEA00","Sst",0.346112753367829,"#F15A29","Sst Etv1 Nr2f2_2",0.356994253561331,"#FFDF11"
"20180227_B06",18.5650835603833,19.1488425962745,"exc","#29ABE1",45,"#45997F","L6 IT",0.388231363804817,"#A19922","L6 IT VISp Car3",0.412364171909824,"#5100FF"
"20180227_B07",9.41533084556893,11.7844225104584,"exc","#29ABE1",36,"#009916","L6 IT",0.489319158268784,"#A19922","L6 IT VISp Fst Ptgs2",0.49489408185385,"#7F9922"
"20180227_B10",40.5071775032296,-16.1986662234934,"exc","#29ABE1",33,"#489945","NP",0.364577683933808,"#3E9E64","L5 NP VISp Trhr Cpne2",0.372538180344484,"#73CA95"
"20180227_B11",41.5917902726625,13.0518094356533,"exc","#29ABE1",60,"#003B99","L6b",0.44541025763805,"#25596D","L6b VISp Mup5",0.445142024761599,"#2B7880"
"20180227_C01",-2.30449279889592,-1.59394194594383,"inh","#DD6191",44,"#00CC81","Sst",0.399665301093246,"#F15A29","Sst Crhr2 Twist2_1",0.418090173270099,"#B95541"
"20180227_C02",22.5818498336255,-12.870949465448,"inh","#DD6191",35,"#1FCC2D","Sst",0.354037711387164,"#F15A29","Sst Chodl",0.462759285006726,"#FFFF00"
"20180227_C04",1.96537026936266,-4.42885518625451,"exc","#29ABE1",49,"#73FFF6","Sst",0.338166000132566,"#F15A29","Sst Etv1 Nr2f2_2",0.346898903085882,"#FFDF11"
"20180227_C06",35.7670426425878,-21.8613049073958,"exc","#29ABE1",32,"#15CC00","NP",0.429574845395618,"#3E9E64","L5 NP VISp Trhr Cpne2",0.434244095686564,"#73CA95"
"20180227_C07",32.6862119008708,1.63766664920879,"exc","#29ABE1",9,"#996E45","L6 CT",0.49349666625648,"#2D8CB8","L6 CT VISp Ctxn3 Brinp3",0.494355398607641,"#74CAFF"
"20180227_C10",41.2370497310838,-15.4745429141332,"exc","#29ABE1",33,"#489945","NP",0.364577683933808,"#3E9E64","L5 NP VISp Trhr Cpne2",0.372538180344484,"#73CA95"
"20180227_C11",4.19249201379046,12.3088883471367,"exc","#29ABE1",34,"#4DFF50","L6 IT",0.469832616450829,"#A19922","L6 IT VISp Col27a1",0.478752233029068,"#A19922"
"20180227_D01",23.4298253698682,-12.5611481450272,"inh","#DD6191",35,"#1FCC2D","Sst",0.354037711387164,"#F15A29","Sst Chodl",0.462759285006726,"#FFFF00"
"20180227_D02",19.9658774385361,-15.0628312011726,"inh","#DD6191",35,"#1FCC2D","Sst",0.354037711387164,"#F15A29","Sst Chodl",0.462759285006726,"#FFFF00"
"20180227_D06",38.6612180180015,-17.4489349196852,"exc","#29ABE1",32,"#15CC00","NP",0.429574845395618,"#3E9E64","L5 NP VISp Trhr Cpne2",0.434244095686564,"#73CA95"
"20180227_D07",36.6562852163876,-20.9885712771658,"exc","#29ABE1",32,"#15CC00","NP",0.429574845395618,"#3E9E64","L5 NP VISp Trhr Cpne2",0.434244095686564,"#73CA95"
"20180227_D08",4.25939064231826,14.4012043928812,"exc","#29ABE1",36,"#009916","L6 IT",0.489319158268784,"#A19922","L6 IT VISp Fst Ptgs2",0.49489408185385,"#7F9922"
"20180227_D10",42.1584355914597,-14.2995674413839,"exc","#29ABE1",33,"#489945","NP",0.364577683933808,"#3E9E64","L5 NP VISp Trhr Cpne2",0.372538180344484,"#73CA95"
"20180227_D12",-8.1116246790006,-0.379057774654624,"inh","#DD6191",70,"#754DFF","Pvalb",0.428404965147623,"#D93137","Pvalb Tpbg",0.445711178319912,"#AF3F64"
"20180227_E05",14.9220001356218,41.1669679990924,"exc","#29ABE1",20,"#ABCC00","L5 PT",0.505027371955622,"#0D5B78","L5 PT VISp Krt80 Igfbp2",0.512933087992502,"#29E043"
"20180227_E06",39.6431166608215,-18.4165614505116,"exc","#29ABE1",32,"#15CC00","NP",0.429574845395618,"#3E9E64","L5 NP VISp Trhr Cpne2",0.434244095686564,"#73CA95"
"20180227_E08",34.169960147933,-0.62462321484291,"exc","#29ABE1",2,"#CC463D","L6 CT",0.484974496826997,"#2D8CB8","L6 CT VISp Krt80 Rspo2",0.485506177267659,"#578EBF"
"20180227_E11",3.81202189198785,14.1888094377681,"exc","#29ABE1",36,"#009916","L6 IT",0.489319158268784,"#A19922","L6 IT VISp Fst Ptgs2",0.49489408185385,"#7F9922"
"20180227_F01",26.9550219531385,-13.7784387398509,"inh","#DD6191",37,"#73FF8F","Sst",0.308279761217845,"#F15A29","Sst Chodl",0.395718290686393,"#FFFF00"
"20180227_F02",23.683077271499,-12.8971715458802,"inh","#DD6191",35,"#1FCC2D","Sst",0.354037711387164,"#F15A29","Sst Chodl",0.462759285006726,"#FFFF00"
"20180227_F03",19.6569580049143,-14.9014508682524,"inh","#DD6191",35,"#1FCC2D","Sst",0.354037711387164,"#F15A29","Sst Chodl",0.462759285006726,"#FFFF00"
"20180227_F04",35.6666694431277,-22.3603430563831,"exc","#29ABE1",32,"#15CC00","NP",0.429574845395618,"#3E9E64","L5 NP VISp Trhr Cpne2",0.434244095686564,"#73CA95"
"20180227_F05",33.9013984900128,-22.9269078667426,"exc","#29ABE1",32,"#15CC00","NP",0.429574845395618,"#3E9E64","L5 NP VISp Trhr Cpne2",0.434244095686564,"#73CA95"
"20180227_F06",0.90158816428516,11.0219831794156,"exc","#29ABE1",34,"#4DFF50","L6 IT",0.469832616450829,"#A19922","L6 IT VISp Col27a1",0.478752233029068,"#A19922"
"20180227_F08",20.4917466737108,6.51687601877871,"exc","#29ABE1",5,"#CC775C","L6 CT",0.517953203556461,"#2D8CB8","L6 CT VISp Ctxn3 Brinp3",0.525356178587019,"#74CAFF"
"20180227_F10",35.5345530029358,-21.3120920214191,"exc","#29ABE1",32,"#15CC00","NP",0.429574845395618,"#3E9E64","L5 NP VISp Trhr Cpne2",0.434244095686564,"#73CA95"
"20180227_F11",43.8056987911511,4.82221895435918,"exc","#29ABE1",60,"#003B99","L6b",0.44541025763805,"#25596D","L6b VISp Mup5",0.445142024761599,"#2B7880"
"20180227_G01",-10.3200615306809,2.83409371614507,"inh","#DD6191",70,"#754DFF","Pvalb",0.428404965147623,"#D93137","Pvalb Tpbg",0.445711178319912,"#AF3F64"
"20180227_G02",19.5342758062604,-13.7899178432293,"inh","#DD6191",35,"#1FCC2D","Sst",0.354037711387164,"#F15A29","Sst Chodl",0.462759285006726,"#FFFF00"
"20180227_G03",18.8801982184817,-15.1750377893894,"inh","#DD6191",35,"#1FCC2D","Sst",0.354037711387164,"#F15A29","Sst Chodl",0.462759285006726,"#FFFF00"
"20180227_G04",-4.48847997047331,-16.0935727158273,"exc","#29ABE1",68,"#1500CC","Pvalb",0.321836720952329,"#D93137","Pvalb Reln_1",0.330545646120922,"#D6221D"
"20180227_G05",34.5127627765432,-22.7860296102492,"exc","#29ABE1",32,"#15CC00","NP",0.429574845395618,"#3E9E64","L5 NP VISp Trhr Cpne2",0.434244095686564,"#73CA95"
"20180227_G06",39.3046879891065,-17.9084951613671,"exc","#29ABE1",32,"#15CC00","NP",0.429574845395618,"#3E9E64","L5 NP VISp Trhr Cpne2",0.434244095686564,"#73CA95"
"20180227_G07",6.2345385941257,13.3949656866571,"exc","#29ABE1",36,"#009916","L6 IT",0.489319158268784,"#A19922","L6 IT VISp Fst Ptgs2",0.49489408185385,"#7F9922"
"20180227_G10",4.031457002364,11.9142332053293,"exc","#29ABE1",34,"#4DFF50","L6 IT",0.469832616450829,"#A19922","L6 IT VISp Col27a1",0.478752233029068,"#A19922"
"20180227_G11",-4.73703094038062,-11.3524322761904,"exc","#29ABE1",69,"#534599","Pvalb",0.431790102258593,"#D93137","Pvalb Tpbg",0.438481504827431,"#AF3F64"
"20180227_H01",27.5992024615643,-13.5724866500115,"inh","#DD6191",37,"#73FF8F","Sst",0.308279761217845,"#F15A29","Sst Chodl",0.395718290686393,"#FFFF00"
"20180227_H03",27.7158567996085,-13.4760741548118,"inh","#DD6191",37,"#73FF8F","Sst",0.308279761217845,"#F15A29","Sst Chodl",0.395718290686393,"#FFFF00"
"20180227_H05",41.5262994917052,-15.1083514564527,"exc","#29ABE1",33,"#489945","NP",0.364577683933808,"#3E9E64","L5 NP VISp Trhr Cpne2",0.372538180344484,"#73CA95"
"20180227_H08",4.78655056807031,13.6259409426749,"exc","#29ABE1",36,"#009916","L6 IT",0.489319158268784,"#A19922","L6 IT VISp Fst Ptgs2",0.49489408185385,"#7F9922"
"20180227_H10",40.8015690267346,-16.2471102385041,"exc","#29ABE1",33,"#489945","NP",0.364577683933808,"#3E9E64","L5 NP VISp Trhr Cpne2",0.372538180344484,"#73CA95"
"20180227_H11",42.1219718804818,-14.350178585527,"exc","#29ABE1",33,"#489945","NP",0.364577683933808,"#3E9E64","L5 NP VISp Trhr Cpne2",0.372538180344484,"#73CA95"
"20180227_H12",19.7504345078871,-17.6722379376604,"inh","#DD6191",35,"#1FCC2D","Sst",0.354037711387164,"#F15A29","Sst Chodl",0.462759285006726,"#FFFF00"
"20180312_A02",0.894979542335427,-19.9172386879789,"inh","#DD6191",92,"#CC0057","Sncg",0.371154931245616,"#8510C0","Sncg Scgn Itih5",0.381379911251713,"#6C00BF"
"20180312_A10",-14.9759763212252,-29.5206313207347,"inh","#DD6191",83,"#CC1FC8","Lamp5",0.406718750034423,"#DA808C","Lamp5 Lhx6",0.438375507394377,"#C77963"
"20180312_A12",-51.0261946946053,-3.34408691871396,"inh","#DD6191",76,"#9700FF","Meis2",0.356421083491665,"#FF0000","Meis2 Adamts19_1",0.356421083491665,"#FF0000"
"20180312_B03",-49.0674127513018,-4.34798608164918,"inh","#DD6191",76,"#9700FF","Meis2",0.356421083491665,"#FF0000","Meis2 Adamts19_1",0.356421083491665,"#FF0000"
"20180312_B05",-3.63068355031553,-16.5807840132793,"inh","#DD6191",68,"#1500CC","Pvalb",0.321836720952329,"#D93137","Pvalb Reln_1",0.330545646120922,"#D6221D"
"20180312_B08",-52.3574579111135,-2.98518892621366,"inh","#DD6191",76,"#9700FF","Meis2",0.356421083491665,"#FF0000","Meis2 Adamts19_1",0.356421083491665,"#FF0000"
"20180312_B11",-2.02817591224806,-23.2479486661216,"inh","#DD6191",84,"#99008D","Lamp5",0.350897125848643,"#DA808C","Lamp5 Lhx6",0.38283178670691,"#C77963"
"20180312_B12",-26.9351940188317,-9.5079729864674,"inh","#DD6191",85,"#FF73EB","Pvalb",0.376083426809634,"#D93137","Pvalb Vipr2",0.425870878455903,"#FF197F"
"20180312_C04",-39.3691922630251,5.41008924067798,"inh","#DD6191",75,"#5C1799","Pvalb",0.417957960494417,"#D93137","Pvalb Vipr2",0.468271731633429,"#FF197F"
"20180312_C06",-37.112036461984,-1.30836174315213,"inh","#DD6191",75,"#5C1799","Pvalb",0.417957960494417,"#D93137","Pvalb Vipr2",0.468271731633429,"#FF197F"
"20180312_C07",-31.5314026943514,-6.00160673546195,"inh","#DD6191",81,"#904599","Pvalb",0.394804011483322,"#D93137","Pvalb Vipr2",0.449442734585492,"#FF197F"
"20180312_C12",-0.4875313629185,2.17744943273918,"inh","#DD6191",44,"#00CC81","Sst",0.399665301093246,"#F15A29","Sst Crhr2 Twist2_1",0.418090173270099,"#B95541"
"20180312_D01",-36.294008424793,-3.67927211802655,"inh","#DD6191",75,"#5C1799","Pvalb",0.417957960494417,"#D93137","Pvalb Vipr2",0.468271731633429,"#FF197F"
"20180312_D02",16.3674915332411,-33.1212454246545,"inh","#DD6191",98,"#CC3D46","Vip",0.25128538050213,"#70559A","Vip Crispld2_1",0.290862273693828,"#992E81"
"20180312_D07",-10.8457437375906,-8.58642555951262,"inh","#DD6191",71,"#501FCC","Pvalb",0.448235734479437,"#D93137","Pvalb Tpbg",0.46471779803339,"#AF3F64"
"20180312_E01",-50.0644215649013,-3.44059806019546,"inh","#DD6191",76,"#9700FF","Meis2",0.356421083491665,"#FF0000","Meis2 Adamts19_1",0.356421083491665,"#FF0000"
"20180312_E02",-51.2730406274029,-3.48354387348911,"inh","#DD6191",76,"#9700FF","Meis2",0.356421083491665,"#FF0000","Meis2 Adamts19_1",0.356421083491665,"#FF0000"
"20180312_E05",-35.3587968092476,-2.35151500868803,"inh","#DD6191",75,"#5C1799","Pvalb",0.417957960494417,"#D93137","Pvalb Vipr2",0.468271731633429,"#FF197F"
"20180312_E06",-36.8500692526099,-2.33879014005527,"inh","#DD6191",75,"#5C1799","Pvalb",0.417957960494417,"#D93137","Pvalb Vipr2",0.468271731633429,"#FF197F"
"20180312_F06",-9.78090603801513,-46.7727878834415,"inh","#DD6191",38,"#3DCC63","Lamp5",0.435109771600704,"#DA808C","Lamp5 Slc35d3",0.435626130929386,"#FFA388"
"20180312_F07",8.06800140380454,-24.7561784032563,"inh","#DD6191",39,"#179941","Vip",0.271005404248761,"#70559A","Vip Crispld2_1",0.281960529781409,"#992E81"
"20180312_F08",-51.6406540618675,-3.72969944417207,"inh","#DD6191",76,"#9700FF","Meis2",0.356421083491665,"#FF0000","Meis2 Adamts19_1",0.356421083491665,"#FF0000"
"20180312_F10",2.4120692742772,-35.674126374304,"inh","#DD6191",89,"#CC5CA0","Vip",0.350089025449933,"#70559A","Vip Lmo1 Fam159b",0.376257411609234,"#756FB3"
"20180312_F12",-2.98425847553342,1.41968341717967,"inh","#DD6191",44,"#00CC81","Sst",0.399665301093246,"#F15A29","Sst Crhr2 Twist2_1",0.418090173270099,"#B95541"
"20180312_G01",-50.7036602186179,-3.36949307164913,"inh","#DD6191",76,"#9700FF","Meis2",0.356421083491665,"#FF0000","Meis2 Adamts19_1",0.356421083491665,"#FF0000"
"20180312_G03",9.24684666426807,-29.776560985293,"inh","#DD6191",39,"#179941","Vip",0.271005404248761,"#70559A","Vip Crispld2_1",0.281960529781409,"#992E81"
"20180312_G10",-0.451849368998366,-5.64100187331157,"inh","#DD6191",80,"#AB00CC","Pvalb",0.382750824415145,"#D93137","Sst Tac1 Tacr3",0.403612917920601,"#B06411"
"20180312_G12",-51.9831527597535,-3.42541929049032,"inh","#DD6191",76,"#9700FF","Meis2",0.356421083491665,"#FF0000","Meis2 Adamts19_1",0.356421083491665,"#FF0000"
"20180312_H02",-10.3951501551424,-47.149685410791,"inh","#DD6191",38,"#3DCC63","Lamp5",0.435109771600704,"#DA808C","Lamp5 Slc35d3",0.435626130929386,"#FFA388"
"20180312_H05",23.1486717613687,-14.1559525857335,"inh","#DD6191",35,"#1FCC2D","Sst",0.354037711387164,"#F15A29","Sst Chodl",0.462759285006726,"#FFFF00"
"20180312_H07",4.57621872408026,-8.01275356273031,"inh","#DD6191",17,"#CCCA5C","Sst",0.336646692379705,"#F15A29","Sst Chrna2 Fam46a",0.347247777480618,"#FF9F2C"
"20180312_H11",-32.5789426763478,-3.40050976891173,"inh","#DD6191",81,"#904599","Pvalb",0.394804011483322,"#D93137","Pvalb Vipr2",0.449442734585492,"#FF197F"
"20180313_A01",30.4894723074277,30.4626384736888,"exc","#29ABE1",67,"#2F26FF","L2/3 IT",0.413726150960124,"#94D9A1","L2/3 IT VISp Pcp4l1",0.415897006444267,"#7AE6AB"
"20180313_A02",0.276957086492419,35.5404585418948,"exc","#29ABE1",47,"#1FCCAC","L4",0.489559101099807,"#00979D","L5 IT VISp Hsd11b1 Endou",0.493816966019728,"#00DDC5"
"20180313_A03",1.42372810255157,34.0528013024543,"exc","#29ABE1",47,"#1FCCAC","L4",0.489559101099807,"#00979D","L5 IT VISp Hsd11b1 Endou",0.493816966019728,"#00DDC5"
